id_custo,id_chamado,custo,hora_da_ingestao
6745,2439,0.01325426,2025-11-25T18:28:00.190Z
6746,24865,0.01326543,2025-11-25T18:28:00.190Z
6747,3680,0.01327017,2025-11-25T18:28:00.190Z
6748,20721,0.01327292,2025-11-25T18:28:00.190Z
6749,29783,0.01327325,2025-11-25T18:28:00.190Z
6750,15415,0.01327374,2025-11-25T18:28:00.190Z
6751,3607,0.01327382,2025-11-25T18:28:00.190Z
6752,20264,0.01327510,2025-11-25T18:28:00.190Z
6753,16310,0.01327661,2025-11-25T18:28:00.190Z
6754,25352,0.01328574,2025-11-25T18:28:00.190Z
6755,5630,0.01328744,2025-11-25T18:28:00.190Z
6756,25455,0.01329024,2025-11-25T18:28:00.190Z
6757,11433,0.01329090,2025-11-25T18:28:00.190Z
6758,20380,0.01329137,2025-11-25T18:28:00.190Z
6759,8605,0.01329154,2025-11-25T18:28:00.190Z
6760,3475,0.01329460,2025-11-25T18:28:00.190Z
6761,13556,0.01329647,2025-11-25T18:28:00.190Z
6762,5120,0.01329934,2025-11-25T18:28:00.190Z
6763,21476,0.01330539,2025-11-25T18:28:00.190Z
6764,27052,0.01330660,2025-11-25T18:28:00.190Z
6765,18016,0.01330880,2025-11-25T18:28:00.190Z
6766,25798,0.01332265,2025-11-25T18:28:00.190Z
6767,18746,0.01332810,2025-11-25T18:28:00.190Z
6768,11376,0.01332976,2025-11-25T18:28:00.190Z
6769,23074,0.01333405,2025-11-25T18:28:00.190Z
6770,25961,0.01333781,2025-11-25T18:28:00.190Z
6771,956,0.01333782,2025-11-25T18:28:00.190Z
6772,24755,0.01334428,2025-11-25T18:28:00.190Z
6773,19349,0.01334910,2025-11-25T18:28:00.190Z
6774,10647,0.01335257,2025-11-25T18:28:00.190Z
6775,22658,0.01335554,2025-11-25T18:28:00.190Z
6776,26624,0.01335683,2025-11-25T18:28:00.190Z
6777,4960,0.01335871,2025-11-25T18:28:00.190Z
6778,12000,0.01336215,2025-11-25T18:28:00.190Z
6779,7527,0.01336470,2025-11-25T18:28:00.190Z
6780,11153,0.01336665,2025-11-25T18:28:00.190Z
6781,16526,0.01336762,2025-11-25T18:28:00.190Z
6782,14931,0.01336798,2025-11-25T18:28:00.190Z
6783,22610,0.01336851,2025-11-25T18:28:00.190Z
6784,10763,0.01337248,2025-11-25T18:28:00.190Z
6785,23496,0.01337524,2025-11-25T18:28:00.190Z
6786,13662,0.01337625,2025-11-25T18:28:00.190Z
6787,930,0.01337662,2025-11-25T18:28:00.190Z
6788,25454,0.01337784,2025-11-25T18:28:00.190Z
6789,22387,0.01338081,2025-11-25T18:28:00.190Z
6790,21665,0.01338373,2025-11-25T18:28:00.190Z
6791,130,0.01338712,2025-11-25T18:28:00.190Z
6792,7468,0.01338713,2025-11-25T18:28:00.190Z
6793,8778,0.01339103,2025-11-25T18:28:00.190Z
6794,4897,0.01340502,2025-11-25T18:28:00.190Z
6795,21064,0.01340875,2025-11-25T18:28:00.190Z
6796,13452,0.01341072,2025-11-25T18:28:00.190Z
6797,21356,0.01341814,2025-11-25T18:28:00.190Z
6798,26704,0.01342026,2025-11-25T18:28:00.190Z
6799,21892,0.01342156,2025-11-25T18:28:00.190Z
6800,14310,0.01342194,2025-11-25T18:28:00.190Z
6801,222,0.01342264,2025-11-25T18:28:00.190Z
6802,28895,0.01342307,2025-11-25T18:28:00.190Z
6803,26561,0.01342571,2025-11-25T18:28:00.190Z
6804,21115,0.01342766,2025-11-25T18:28:00.190Z
6805,19110,0.01342978,2025-11-25T18:28:00.190Z
6806,3839,0.01343432,2025-11-25T18:28:00.190Z
6807,27286,0.01343450,2025-11-25T18:28:00.190Z
6808,7226,0.01343610,2025-11-25T18:28:00.190Z
6809,27892,0.01343780,2025-11-25T18:28:00.190Z
6810,16604,0.01344183,2025-11-25T18:28:00.190Z
6811,4241,0.01344242,2025-11-25T18:28:00.190Z
6812,18471,0.01344768,2025-11-25T18:28:00.190Z
6813,13537,0.01344784,2025-11-25T18:28:00.190Z
6814,665,0.01345755,2025-11-25T18:28:00.190Z
6815,22809,0.01346161,2025-11-25T18:28:00.190Z
6816,4654,0.01346760,2025-11-25T18:28:00.190Z
6817,2332,0.01347242,2025-11-25T18:28:00.190Z
6818,26299,0.01347435,2025-11-25T18:28:00.190Z
6819,28561,0.01347661,2025-11-25T18:28:00.190Z
6820,19346,0.01348021,2025-11-25T18:28:00.190Z
6821,16015,0.01348159,2025-11-25T18:28:00.190Z
6822,5410,0.01348194,2025-11-25T18:28:00.190Z
6823,4250,0.01348233,2025-11-25T18:28:00.190Z
6824,12502,0.01348469,2025-11-25T18:28:00.190Z
6825,1057,0.01348776,2025-11-25T18:28:00.190Z
6826,13064,0.01348936,2025-11-25T18:28:00.190Z
6827,24249,0.01348939,2025-11-25T18:28:00.190Z
6828,1691,0.01349228,2025-11-25T18:28:00.190Z
6829,27876,0.01349295,2025-11-25T18:28:00.190Z
6830,19710,0.01350127,2025-11-25T18:28:00.190Z
6831,23805,0.01350201,2025-11-25T18:28:00.190Z
6832,18987,0.01350841,2025-11-25T18:28:00.190Z
6833,7548,0.01351644,2025-11-25T18:28:00.190Z
6834,1661,0.01352069,2025-11-25T18:28:00.190Z
6835,4734,0.01352130,2025-11-25T18:28:00.190Z
6836,5682,0.01353487,2025-11-25T18:28:00.190Z
6837,19179,0.01353803,2025-11-25T18:28:00.190Z
6838,20246,0.01354232,2025-11-25T18:28:00.190Z
6839,25799,0.01354493,2025-11-25T18:28:00.190Z
6840,1428,0.01354683,2025-11-25T18:28:00.190Z
6841,12053,0.01354865,2025-11-25T18:28:00.190Z
6842,8568,0.01354962,2025-11-25T18:28:00.190Z
6843,2828,0.01355134,2025-11-25T18:28:00.190Z
6844,19732,0.01355308,2025-11-25T18:28:00.190Z
6845,29976,0.01355883,2025-11-25T18:28:00.190Z
6846,14880,0.01356220,2025-11-25T18:28:00.190Z
6847,20061,0.01356436,2025-11-25T18:28:00.190Z
6848,22001,0.01356538,2025-11-25T18:28:00.190Z
6849,2212,0.01356649,2025-11-25T18:28:00.190Z
6850,3173,0.01357084,2025-11-25T18:28:00.190Z
6851,23809,0.01359070,2025-11-25T18:28:00.190Z
6852,16683,0.01359104,2025-11-25T18:28:00.190Z
6853,23060,0.01359544,2025-11-25T18:28:00.190Z
6854,28213,0.01359779,2025-11-25T18:28:00.190Z
6855,14922,0.01360101,2025-11-25T18:28:00.190Z
6856,17978,0.01360139,2025-11-25T18:28:00.190Z
6857,23673,0.01360430,2025-11-25T18:28:00.190Z
6858,25316,0.01360980,2025-11-25T18:28:00.190Z
6859,28799,0.01361219,2025-11-25T18:28:00.190Z
6860,13940,0.01362015,2025-11-25T18:28:00.190Z
6861,485,0.01362196,2025-11-25T18:28:00.190Z
6862,16200,0.01362799,2025-11-25T18:28:00.190Z
6863,1807,0.01362921,2025-11-25T18:28:00.190Z
6864,28974,0.01363035,2025-11-25T18:28:00.190Z
6865,18557,0.01363393,2025-11-25T18:28:00.190Z
6866,873,0.01363404,2025-11-25T18:28:00.190Z
6867,6022,0.01363739,2025-11-25T18:28:00.190Z
6868,25824,0.01363843,2025-11-25T18:28:00.190Z
6869,16071,0.01363928,2025-11-25T18:28:00.190Z
6870,12895,0.01364088,2025-11-25T18:28:00.190Z
6871,29985,0.01364907,2025-11-25T18:28:00.190Z
6872,14908,0.01365042,2025-11-25T18:28:00.190Z
6873,132,0.01365272,2025-11-25T18:28:00.190Z
6874,19519,0.01366175,2025-11-25T18:28:00.190Z
6875,20522,0.01366247,2025-11-25T18:28:00.190Z
6876,21557,0.01366430,2025-11-25T18:28:00.190Z
6877,7788,0.01366707,2025-11-25T18:28:00.190Z
6878,17570,0.01367215,2025-11-25T18:28:00.190Z
6879,14431,0.01367338,2025-11-25T18:28:00.190Z
6880,8297,0.01367617,2025-11-25T18:28:00.190Z
6881,25414,0.01367798,2025-11-25T18:28:00.190Z
6882,6515,0.01367860,2025-11-25T18:28:00.190Z
6883,14754,0.01368087,2025-11-25T18:28:00.190Z
6884,8801,0.01368549,2025-11-25T18:28:00.190Z
6885,13098,0.01368738,2025-11-25T18:28:00.190Z
6886,29690,0.01369033,2025-11-25T18:28:00.190Z
6887,7589,0.01369123,2025-11-25T18:28:00.190Z
6888,3975,0.01369313,2025-11-25T18:28:00.190Z
6889,17868,0.01369673,2025-11-25T18:28:00.190Z
6890,9005,0.01369804,2025-11-25T18:28:00.190Z
6891,3755,0.01369875,2025-11-25T18:28:00.190Z
6892,1135,0.01369984,2025-11-25T18:28:00.190Z
6893,21316,0.01370226,2025-11-25T18:28:00.190Z
6894,6171,0.01370818,2025-11-25T18:28:00.190Z
6895,21469,0.01371118,2025-11-25T18:28:00.190Z
6896,21737,0.01371178,2025-11-25T18:28:00.190Z
6897,9310,0.01371654,2025-11-25T18:28:00.190Z
6898,1582,0.01371824,2025-11-25T18:28:00.190Z
6899,2882,0.01372481,2025-11-25T18:28:00.190Z
6900,22371,0.01372510,2025-11-25T18:28:00.190Z
6901,10224,0.01372903,2025-11-25T18:28:00.190Z
6902,1511,0.01372909,2025-11-25T18:28:00.190Z
6903,8143,0.01372976,2025-11-25T18:28:00.190Z
6904,15694,0.01372985,2025-11-25T18:28:00.190Z
6905,8331,0.01373105,2025-11-25T18:28:00.190Z
6906,7805,0.01373202,2025-11-25T18:28:00.190Z
6907,7287,0.01373374,2025-11-25T18:28:00.190Z
6908,9255,0.01373661,2025-11-25T18:28:00.190Z
6909,20947,0.01373998,2025-11-25T18:28:00.190Z
6910,6477,0.01374307,2025-11-25T18:28:00.190Z
6911,8786,0.01374438,2025-11-25T18:28:00.190Z
6912,24554,0.01374551,2025-11-25T18:28:00.190Z
6913,10773,0.01374842,2025-11-25T18:28:00.190Z
6914,27317,0.01375166,2025-11-25T18:28:00.190Z
6915,21822,0.01375249,2025-11-25T18:28:00.190Z
6916,23811,0.01375333,2025-11-25T18:28:00.190Z
6917,6527,0.01375356,2025-11-25T18:28:00.190Z
6918,25199,0.01375742,2025-11-25T18:28:00.190Z
6919,28518,0.01375911,2025-11-25T18:28:00.190Z
6920,11977,0.01376290,2025-11-25T18:28:00.190Z
6921,28613,0.01376302,2025-11-25T18:28:00.190Z
6922,17651,0.01376499,2025-11-25T18:28:00.190Z
6923,22366,0.01376979,2025-11-25T18:28:00.190Z
6924,5547,0.01377303,2025-11-25T18:28:00.190Z
6925,12741,0.01377732,2025-11-25T18:28:00.190Z
6926,1880,0.01377958,2025-11-25T18:28:00.190Z
6927,10928,0.01378481,2025-11-25T18:28:00.190Z
6928,29422,0.01378509,2025-11-25T18:28:00.190Z
6929,9998,0.01378523,2025-11-25T18:28:00.190Z
6930,12600,0.01378550,2025-11-25T18:28:00.190Z
6931,11707,0.01379821,2025-11-25T18:28:00.190Z
6932,10802,0.01380757,2025-11-25T18:28:00.190Z
6933,1726,0.01380967,2025-11-25T18:28:00.190Z
6934,28061,0.01381015,2025-11-25T18:28:00.190Z
6935,27013,0.01381379,2025-11-25T18:28:00.190Z
6936,10871,0.01381926,2025-11-25T18:28:00.190Z
6937,23953,0.01382723,2025-11-25T18:28:00.190Z
6938,7369,0.01382788,2025-11-25T18:28:00.190Z
6939,11172,0.01382844,2025-11-25T18:28:00.190Z
6940,15953,0.01383156,2025-11-25T18:28:00.190Z
6941,17860,0.01383308,2025-11-25T18:28:00.190Z
6942,8983,0.01383536,2025-11-25T18:28:00.190Z
6943,20600,0.01383659,2025-11-25T18:28:00.190Z
6944,14401,0.01383769,2025-11-25T18:28:00.190Z
6945,3931,0.01384005,2025-11-25T18:28:00.190Z
6946,28508,0.01384216,2025-11-25T18:28:00.190Z
6947,5280,0.01384246,2025-11-25T18:28:00.190Z
6948,10717,0.01384542,2025-11-25T18:28:00.190Z
6949,21256,0.01384565,2025-11-25T18:28:00.190Z
6950,371,0.01384840,2025-11-25T18:28:00.190Z
6951,12512,0.01385621,2025-11-25T18:28:00.190Z
6952,7659,0.01385791,2025-11-25T18:28:00.190Z
6953,25582,0.01386323,2025-11-25T18:28:00.190Z
6954,26436,0.01386565,2025-11-25T18:28:00.190Z
6955,29926,0.01386646,2025-11-25T18:28:00.190Z
6956,29529,0.01386985,2025-11-25T18:28:00.190Z
6957,7436,0.01387306,2025-11-25T18:28:00.190Z
6958,6042,0.01387779,2025-11-25T18:28:00.190Z
6959,25225,0.01387834,2025-11-25T18:28:00.190Z
6960,11915,0.01388092,2025-11-25T18:28:00.190Z
6961,18691,0.01388790,2025-11-25T18:28:00.190Z
6962,25583,0.01388794,2025-11-25T18:28:00.190Z
6963,25853,0.01389099,2025-11-25T18:28:00.190Z
6964,29216,0.01389561,2025-11-25T18:28:00.190Z
6965,26352,0.01390039,2025-11-25T18:28:00.190Z
6966,7596,0.01390232,2025-11-25T18:28:00.190Z
6967,20018,0.01391140,2025-11-25T18:28:00.190Z
6968,978,0.01391422,2025-11-25T18:28:00.190Z
6969,24289,0.01392776,2025-11-25T18:28:00.190Z
6970,4934,0.01392981,2025-11-25T18:28:00.190Z
6971,271,0.01393156,2025-11-25T18:28:00.190Z
6972,9758,0.01393374,2025-11-25T18:28:00.190Z
6973,14658,0.01393413,2025-11-25T18:28:00.190Z
6974,22986,0.01393806,2025-11-25T18:28:00.190Z
6975,12362,0.01394179,2025-11-25T18:28:00.190Z
6976,26416,0.01394619,2025-11-25T18:28:00.190Z
6977,12443,0.01394729,2025-11-25T18:28:00.190Z
6978,81,0.01395163,2025-11-25T18:28:00.190Z
6979,17139,0.01395444,2025-11-25T18:28:00.190Z
6980,10530,0.01395507,2025-11-25T18:28:00.190Z
6981,20299,0.01396152,2025-11-25T18:28:00.190Z
6982,14646,0.01396964,2025-11-25T18:28:00.190Z
6983,6627,0.01397213,2025-11-25T18:28:00.190Z
6984,11967,0.01397216,2025-11-25T18:28:00.190Z
6985,1247,0.01397391,2025-11-25T18:28:00.190Z
6986,16689,0.01397718,2025-11-25T18:28:00.190Z
6987,8453,0.01398161,2025-11-25T18:28:00.190Z
6988,9740,0.01398330,2025-11-25T18:28:00.190Z
6989,24213,0.01398384,2025-11-25T18:28:00.190Z
6990,29111,0.01398644,2025-11-25T18:28:00.190Z
6991,21938,0.01398882,2025-11-25T18:28:00.190Z
6992,17708,0.01399152,2025-11-25T18:28:00.190Z
6993,23914,0.01399249,2025-11-25T18:28:00.190Z
6994,29555,0.01399518,2025-11-25T18:28:00.190Z
6995,8962,0.01399676,2025-11-25T18:28:00.190Z
6996,13042,0.01399919,2025-11-25T18:28:00.190Z
6997,2235,0.01399999,2025-11-25T18:28:00.190Z
6998,29679,0.01400016,2025-11-25T18:28:00.190Z
6999,1504,0.01400182,2025-11-25T18:28:00.190Z
7000,12560,0.01400787,2025-11-25T18:28:00.190Z
7001,5840,0.01400826,2025-11-25T18:28:00.190Z
7002,5536,0.01401047,2025-11-25T18:28:00.190Z
7003,11577,0.01401597,2025-11-25T18:28:00.190Z
7004,3395,0.01401603,2025-11-25T18:28:00.190Z
7005,7413,0.01401863,2025-11-25T18:28:00.190Z
7006,15296,0.01402007,2025-11-25T18:28:00.190Z
7007,14850,0.01402400,2025-11-25T18:28:00.190Z
7008,272,0.01402901,2025-11-25T18:28:00.190Z
7009,20567,0.01402957,2025-11-25T18:28:00.190Z
7010,9918,0.01403248,2025-11-25T18:28:00.190Z
7011,17589,0.01403353,2025-11-25T18:28:00.190Z
7012,1008,0.01403375,2025-11-25T18:28:00.190Z
7013,2383,0.01404193,2025-11-25T18:28:00.190Z
7014,70,0.01404288,2025-11-25T18:28:00.190Z
7015,24640,0.01404781,2025-11-25T18:28:00.190Z
7016,25751,0.01405141,2025-11-25T18:28:00.190Z
7017,8957,0.01405210,2025-11-25T18:28:00.190Z
7018,12860,0.01405223,2025-11-25T18:28:00.190Z
7019,104,0.01405248,2025-11-25T18:28:00.190Z
7020,24620,0.01405873,2025-11-25T18:28:00.190Z
7021,7301,0.01406000,2025-11-25T18:28:00.190Z
7022,5670,0.01406141,2025-11-25T18:28:00.190Z
7023,5664,0.01406188,2025-11-25T18:28:00.190Z
7024,19585,0.01406383,2025-11-25T18:28:00.190Z
7025,13908,0.01407271,2025-11-25T18:28:00.190Z
7026,289,0.01407439,2025-11-25T18:28:00.190Z
7027,15141,0.01407546,2025-11-25T18:28:00.190Z
7028,19012,0.01407699,2025-11-25T18:28:00.190Z
7029,27108,0.01407736,2025-11-25T18:28:00.190Z
7030,6744,0.01407759,2025-11-25T18:28:00.190Z
7031,25540,0.01407820,2025-11-25T18:28:00.190Z
7032,22062,0.01408389,2025-11-25T18:28:00.190Z
7033,10708,0.01408547,2025-11-25T18:28:00.190Z
7034,12472,0.01409095,2025-11-25T18:28:00.190Z
7035,23609,0.01409275,2025-11-25T18:28:00.190Z
7036,18410,0.01409287,2025-11-25T18:28:00.190Z
7037,10740,0.01409805,2025-11-25T18:28:00.190Z
7038,9064,0.01410330,2025-11-25T18:28:00.190Z
7039,5262,0.01410747,2025-11-25T18:28:00.190Z
7040,20807,0.01411251,2025-11-25T18:28:00.190Z
7041,8070,0.01411673,2025-11-25T18:28:00.190Z
7042,19410,0.01412006,2025-11-25T18:28:00.190Z
7043,18633,0.01412049,2025-11-25T18:28:00.190Z
7044,20221,0.01412070,2025-11-25T18:28:00.190Z
7045,6489,0.01412213,2025-11-25T18:28:00.190Z
7046,15144,0.01412213,2025-11-25T18:28:00.190Z
7047,12956,0.01412546,2025-11-25T18:28:00.190Z
7048,2952,0.01412781,2025-11-25T18:28:00.190Z
7049,946,0.01412823,2025-11-25T18:28:00.190Z
7050,100,0.01413073,2025-11-25T18:28:00.190Z
7051,1041,0.01413123,2025-11-25T18:28:00.190Z
7052,9779,0.01413309,2025-11-25T18:28:00.190Z
7053,8768,0.01413336,2025-11-25T18:28:00.190Z
7054,24608,0.01413607,2025-11-25T18:28:00.190Z
7055,1537,0.01414035,2025-11-25T18:28:00.190Z
7056,13903,0.01414411,2025-11-25T18:28:00.190Z
7057,2244,0.01414665,2025-11-25T18:28:00.190Z
7058,25710,0.01414733,2025-11-25T18:28:00.190Z
7059,26192,0.01415610,2025-11-25T18:28:00.190Z
7060,1229,0.01415615,2025-11-25T18:28:00.190Z
7061,21083,0.01415633,2025-11-25T18:28:00.190Z
7062,15528,0.01415841,2025-11-25T18:28:00.190Z
7063,13440,0.01415931,2025-11-25T18:28:00.190Z
7064,17753,0.01415943,2025-11-25T18:28:00.190Z
7065,8965,0.01416013,2025-11-25T18:28:00.190Z
7066,17797,0.01416081,2025-11-25T18:28:00.190Z
7067,24494,0.01416186,2025-11-25T18:28:00.190Z
7068,20505,0.01416502,2025-11-25T18:28:00.190Z
7069,22151,0.01416611,2025-11-25T18:28:00.190Z
7070,22456,0.01416843,2025-11-25T18:28:00.190Z
7071,9061,0.01416914,2025-11-25T18:28:00.190Z
7072,20195,0.01417069,2025-11-25T18:28:00.190Z
7073,21026,0.01417080,2025-11-25T18:28:00.190Z
7074,25532,0.01417140,2025-11-25T18:28:00.190Z
7075,18453,0.01417148,2025-11-25T18:28:00.190Z
7076,19719,0.01417505,2025-11-25T18:28:00.190Z
7077,11559,0.01417784,2025-11-25T18:28:00.190Z
7078,21426,0.01418047,2025-11-25T18:28:00.190Z
7079,16122,0.01418161,2025-11-25T18:28:00.190Z
7080,24917,0.01418464,2025-11-25T18:28:00.190Z
7081,5623,0.01418698,2025-11-25T18:28:00.190Z
7082,1523,0.01418706,2025-11-25T18:28:00.190Z
7083,9513,0.01420533,2025-11-25T18:28:00.190Z
7084,24327,0.01421361,2025-11-25T18:28:00.190Z
7085,4730,0.01421762,2025-11-25T18:28:00.190Z
7086,24590,0.01421942,2025-11-25T18:28:00.190Z
7087,14906,0.01421975,2025-11-25T18:28:00.190Z
7088,3342,0.01422073,2025-11-25T18:28:00.190Z
7089,9261,0.01422369,2025-11-25T18:28:00.190Z
7090,24207,0.01422755,2025-11-25T18:28:00.190Z
7091,1538,0.01423301,2025-11-25T18:28:00.190Z
7092,18199,0.01423464,2025-11-25T18:28:00.190Z
7093,5587,0.01424680,2025-11-25T18:28:00.190Z
7094,28692,0.01425134,2025-11-25T18:28:00.190Z
7095,27087,0.01425948,2025-11-25T18:28:00.190Z
7096,23564,0.01426079,2025-11-25T18:28:00.190Z
7097,27069,0.01426115,2025-11-25T18:28:00.190Z
7098,2088,0.01426987,2025-11-25T18:28:00.190Z
7099,25924,0.01427574,2025-11-25T18:28:00.190Z
7100,21922,0.01428402,2025-11-25T18:28:00.190Z
7101,12058,0.01428623,2025-11-25T18:28:00.190Z
7102,21859,0.01428786,2025-11-25T18:28:00.190Z
7103,6808,0.01429535,2025-11-25T18:28:00.190Z
7104,4929,0.01429700,2025-11-25T18:28:00.190Z
7105,27147,0.01429828,2025-11-25T18:28:00.190Z
7106,7460,0.01430106,2025-11-25T18:28:00.190Z
7107,23102,0.01430463,2025-11-25T18:28:00.190Z
7108,6289,0.01430561,2025-11-25T18:28:00.190Z
7109,1859,0.01430940,2025-11-25T18:28:00.190Z
7110,14288,0.01431161,2025-11-25T18:28:00.190Z
7111,24268,0.01431299,2025-11-25T18:28:00.190Z
7112,2487,0.01431310,2025-11-25T18:28:00.190Z
7113,1056,0.01431438,2025-11-25T18:28:00.190Z
7114,29535,0.01431758,2025-11-25T18:28:00.190Z
7115,4790,0.01431766,2025-11-25T18:28:00.190Z
7116,1079,0.01431909,2025-11-25T18:28:00.190Z
7117,13432,0.01431942,2025-11-25T18:28:00.190Z
7118,3914,0.01432336,2025-11-25T18:28:00.190Z
7119,8381,0.01432840,2025-11-25T18:28:00.190Z
7120,26179,0.01433198,2025-11-25T18:28:00.190Z
7121,9976,0.01433220,2025-11-25T18:28:00.190Z
7122,21501,0.01433263,2025-11-25T18:28:00.190Z
7123,9817,0.01433681,2025-11-25T18:28:00.190Z
7124,5115,0.01433932,2025-11-25T18:28:00.190Z
7125,13234,0.01434457,2025-11-25T18:28:00.190Z
7126,5686,0.01434483,2025-11-25T18:28:00.190Z
7127,15048,0.01434823,2025-11-25T18:28:00.190Z
7128,2325,0.01435240,2025-11-25T18:28:00.190Z
7129,27215,0.01435534,2025-11-25T18:28:00.190Z
7130,18299,0.01436482,2025-11-25T18:28:00.190Z
7131,17831,0.01436627,2025-11-25T18:28:00.190Z
7132,20667,0.01436798,2025-11-25T18:28:00.190Z
7133,23264,0.01437014,2025-11-25T18:28:00.190Z
7134,7466,0.01437059,2025-11-25T18:28:00.190Z
7135,10136,0.01437527,2025-11-25T18:28:00.190Z
7136,21721,0.01437714,2025-11-25T18:28:00.190Z
7137,25354,0.01438228,2025-11-25T18:28:00.190Z
7138,19105,0.01439414,2025-11-25T18:28:00.190Z
7139,5709,0.01440250,2025-11-25T18:28:00.190Z
7140,2536,0.01440809,2025-11-25T18:28:00.190Z
7141,4469,0.01440986,2025-11-25T18:28:00.190Z
7142,14282,0.01441367,2025-11-25T18:28:00.190Z
7143,28837,0.01441564,2025-11-25T18:28:00.190Z
7144,23281,0.01441741,2025-11-25T18:28:00.190Z
7145,28586,0.01442246,2025-11-25T18:28:00.190Z
7146,12924,0.01442401,2025-11-25T18:28:00.190Z
7147,21309,0.01442504,2025-11-25T18:28:00.190Z
7148,16146,0.01443045,2025-11-25T18:28:00.190Z
7149,1023,0.01443388,2025-11-25T18:28:00.190Z
7150,27984,0.01443801,2025-11-25T18:28:00.190Z
7151,25646,0.01444025,2025-11-25T18:28:00.190Z
7152,16213,0.01445763,2025-11-25T18:28:00.190Z
7153,19082,0.01445838,2025-11-25T18:28:00.190Z
7154,7526,0.01446524,2025-11-25T18:28:00.190Z
7155,28650,0.01446525,2025-11-25T18:28:00.190Z
7156,4471,0.01446599,2025-11-25T18:28:00.190Z
7157,7003,0.01447184,2025-11-25T18:28:00.190Z
7158,1136,0.01448028,2025-11-25T18:28:00.190Z
7159,2231,0.01448716,2025-11-25T18:28:00.190Z
7160,7088,0.01448744,2025-11-25T18:28:00.190Z
7161,27058,0.01448757,2025-11-25T18:28:00.190Z
7162,15893,0.01449046,2025-11-25T18:28:00.190Z
7163,1735,0.01449424,2025-11-25T18:28:00.190Z
7164,23871,0.01449508,2025-11-25T18:28:00.190Z
7165,25217,0.01449812,2025-11-25T18:28:00.190Z
7166,1879,0.01450577,2025-11-25T18:28:00.190Z
7167,21904,0.01451208,2025-11-25T18:28:00.190Z
7168,2157,0.01451340,2025-11-25T18:28:00.190Z
7169,10410,0.01451625,2025-11-25T18:28:00.190Z
7170,18295,0.01452790,2025-11-25T18:28:00.190Z
7171,4455,0.01452939,2025-11-25T18:28:00.190Z
7172,19589,0.01453009,2025-11-25T18:28:00.190Z
7173,1690,0.01453013,2025-11-25T18:28:00.190Z
7174,3988,0.01453137,2025-11-25T18:28:00.190Z
7175,21733,0.01453387,2025-11-25T18:28:00.190Z
7176,20841,0.01453742,2025-11-25T18:28:00.190Z
7177,10144,0.01453941,2025-11-25T18:28:00.190Z
7178,18745,0.01454157,2025-11-25T18:28:00.190Z
7179,12356,0.01454564,2025-11-25T18:28:00.190Z
7180,23975,0.01454860,2025-11-25T18:28:00.190Z
7181,17406,0.01454912,2025-11-25T18:28:00.190Z
7182,7849,0.01455089,2025-11-25T18:28:00.190Z
7183,28471,0.01455153,2025-11-25T18:28:00.190Z
7184,2755,0.01455211,2025-11-25T18:28:00.190Z
7185,9738,0.01455662,2025-11-25T18:28:00.190Z
7186,16576,0.01456016,2025-11-25T18:28:00.190Z
7187,14802,0.01456072,2025-11-25T18:28:00.190Z
7188,7503,0.01456224,2025-11-25T18:28:00.190Z
7189,879,0.01456390,2025-11-25T18:28:00.190Z
7190,14691,0.01457205,2025-11-25T18:28:00.190Z
7191,11169,0.01457360,2025-11-25T18:28:00.190Z
7192,12689,0.01457706,2025-11-25T18:28:00.190Z
7193,23153,0.01457950,2025-11-25T18:28:00.190Z
7194,26831,0.01458278,2025-11-25T18:28:00.190Z
7195,18653,0.01458637,2025-11-25T18:28:00.190Z
7196,28674,0.01458779,2025-11-25T18:28:00.190Z
7197,7102,0.01459186,2025-11-25T18:28:00.190Z
7198,11096,0.01459230,2025-11-25T18:28:00.190Z
7199,9861,0.01459602,2025-11-25T18:28:00.190Z
7200,26114,0.01459608,2025-11-25T18:28:00.190Z
7201,24539,0.01460161,2025-11-25T18:28:00.190Z
7202,18364,0.01460206,2025-11-25T18:28:00.190Z
7203,17638,0.01461155,2025-11-25T18:28:00.190Z
7204,20682,0.01461270,2025-11-25T18:28:00.190Z
7205,20230,0.01461427,2025-11-25T18:28:00.190Z
7206,14826,0.01462209,2025-11-25T18:28:00.190Z
7207,7858,0.01462210,2025-11-25T18:28:00.190Z
7208,1539,0.01462399,2025-11-25T18:28:00.190Z
7209,8978,0.01462583,2025-11-25T18:28:00.190Z
7210,7938,0.01462828,2025-11-25T18:28:00.190Z
7211,12653,0.01463237,2025-11-25T18:28:00.190Z
7212,7733,0.01463486,2025-11-25T18:28:00.190Z
7213,3570,0.01463664,2025-11-25T18:28:00.190Z
7214,26422,0.01463778,2025-11-25T18:28:00.190Z
7215,17347,0.01464080,2025-11-25T18:28:00.190Z
7216,13601,0.01464770,2025-11-25T18:28:00.190Z
7217,19989,0.01464951,2025-11-25T18:28:00.190Z
7218,2965,0.01465101,2025-11-25T18:28:00.190Z
7219,18089,0.01465344,2025-11-25T18:28:00.190Z
7220,20002,0.01465444,2025-11-25T18:28:00.190Z
7221,14183,0.01465694,2025-11-25T18:28:00.190Z
7222,9816,0.01465781,2025-11-25T18:28:00.190Z
7223,3376,0.01466063,2025-11-25T18:28:00.190Z
7224,18420,0.01466116,2025-11-25T18:28:00.190Z
7225,15212,0.01466340,2025-11-25T18:28:00.190Z
7226,20242,0.01466813,2025-11-25T18:28:00.190Z
