id_pesquisa,id_chamado,nota_atendimento,hora_da_ingestao
5714,5399,3,2025-11-25T18:28:03.039Z
5715,5400,2,2025-11-25T18:28:03.039Z
5716,5401,3,2025-11-25T18:28:03.039Z
5718,5402,4,2025-11-25T18:28:03.039Z
5719,5403,3,2025-11-25T18:28:03.039Z
5720,5404,2,2025-11-25T18:28:03.039Z
5721,5405,3,2025-11-25T18:28:03.039Z
5722,5406,3,2025-11-25T18:28:03.039Z
5724,5407,4,2025-11-25T18:28:03.039Z
5725,5408,2,2025-11-25T18:28:03.039Z
5726,5409,3,2025-11-25T18:28:03.039Z
5727,5410,3,2025-11-25T18:28:03.039Z
5728,5411,3,2025-11-25T18:28:03.039Z
5729,5412,3,2025-11-25T18:28:03.039Z
5730,5413,4,2025-11-25T18:28:03.039Z
5731,5414,4,2025-11-25T18:28:03.039Z
5733,5415,5,2025-11-25T18:28:03.039Z
5734,5416,3,2025-11-25T18:28:03.039Z
5735,5417,4,2025-11-25T18:28:03.039Z
5736,5418,2,2025-11-25T18:28:03.039Z
5737,5419,3,2025-11-25T18:28:03.039Z
5738,5420,2,2025-11-25T18:28:03.039Z
5739,5421,4,2025-11-25T18:28:03.039Z
5741,5422,4,2025-11-25T18:28:03.039Z
5742,5423,5,2025-11-25T18:28:03.039Z
5743,5424,3,2025-11-25T18:28:03.039Z
5744,5425,2,2025-11-25T18:28:03.039Z
5745,5426,4,2025-11-25T18:28:03.039Z
5746,5427,2,2025-11-25T18:28:03.039Z
5747,5428,3,2025-11-25T18:28:03.039Z
5748,5429,3,2025-11-25T18:28:03.039Z
5749,5430,3,2025-11-25T18:28:03.039Z
5750,5431,3,2025-11-25T18:28:03.039Z
5751,5432,3,2025-11-25T18:28:03.039Z
5752,5433,4,2025-11-25T18:28:03.039Z
5753,5434,3,2025-11-25T18:28:03.039Z
5754,5435,2,2025-11-25T18:28:03.039Z
5755,5436,2,2025-11-25T18:28:03.039Z
5756,5437,4,2025-11-25T18:28:03.039Z
5757,5438,4,2025-11-25T18:28:03.039Z
5758,5439,3,2025-11-25T18:28:03.039Z
5759,5440,4,2025-11-25T18:28:03.039Z
5760,5441,4,2025-11-25T18:28:03.039Z
5761,5442,4,2025-11-25T18:28:03.039Z
5763,5443,3,2025-11-25T18:28:03.039Z
5764,5444,2,2025-11-25T18:28:03.039Z
5765,5445,3,2025-11-25T18:28:03.039Z
5766,5446,4,2025-11-25T18:28:03.039Z
5767,5447,3,2025-11-25T18:28:03.039Z
5768,5448,3,2025-11-25T18:28:03.039Z
5769,5449,3,2025-11-25T18:28:03.039Z
5770,5450,2,2025-11-25T18:28:03.039Z
5773,5451,2,2025-11-25T18:28:03.039Z
5774,5452,4,2025-11-25T18:28:03.039Z
5775,5453,3,2025-11-25T18:28:03.039Z
5776,5454,3,2025-11-25T18:28:03.039Z
5777,5455,3,2025-11-25T18:28:03.039Z
5778,5456,3,2025-11-25T18:28:03.039Z
5779,5457,2,2025-11-25T18:28:03.039Z
5780,5458,3,2025-11-25T18:28:03.039Z
5782,5459,3,2025-11-25T18:28:03.039Z
5783,5460,4,2025-11-25T18:28:03.039Z
5784,5461,2,2025-11-25T18:28:03.039Z
5785,5462,3,2025-11-25T18:28:03.039Z
5786,5463,4,2025-11-25T18:28:03.039Z
5787,5464,4,2025-11-25T18:28:03.039Z
5789,5465,3,2025-11-25T18:28:03.039Z
5790,5466,3,2025-11-25T18:28:03.039Z
5791,5467,4,2025-11-25T18:28:03.039Z
5792,5468,3,2025-11-25T18:28:03.039Z
5793,5469,3,2025-11-25T18:28:03.039Z
5795,5470,3,2025-11-25T18:28:03.039Z
5796,5471,4,2025-11-25T18:28:03.039Z
5797,5472,4,2025-11-25T18:28:03.039Z
5798,5473,3,2025-11-25T18:28:03.039Z
5799,5474,3,2025-11-25T18:28:03.039Z
5801,5475,3,2025-11-25T18:28:03.039Z
5802,5476,2,2025-11-25T18:28:03.039Z
5803,5477,3,2025-11-25T18:28:03.039Z
5804,5478,2,2025-11-25T18:28:03.039Z
5806,5479,3,2025-11-25T18:28:03.039Z
5807,5480,4,2025-11-25T18:28:03.039Z
5808,5481,2,2025-11-25T18:28:03.039Z
5809,5482,3,2025-11-25T18:28:03.039Z
5662,5484,,2025-11-25T18:28:03.039Z
5740,5485,,2025-11-25T18:28:03.039Z
5762,5486,,2025-11-25T18:28:03.039Z
5788,5487,,2025-11-25T18:28:03.039Z
5800,5488,,2025-11-25T18:28:03.039Z
5805,5489,,2025-11-25T18:28:03.039Z
5817,5497,2,2025-11-25T18:28:03.039Z
5818,5498,4,2025-11-25T18:28:03.039Z
5819,5499,3,2025-11-25T18:28:03.039Z
5820,5500,3,2025-11-25T18:28:03.039Z
5821,5501,3,2025-11-25T18:28:03.039Z
5822,5502,2,2025-11-25T18:28:03.039Z
5824,5503,3,2025-11-25T18:28:03.039Z
5825,5504,2,2025-11-25T18:28:03.039Z
5826,5505,3,2025-11-25T18:28:03.039Z
5827,5506,3,2025-11-25T18:28:03.039Z
5828,5507,4,2025-11-25T18:28:03.039Z
5830,5508,3,2025-11-25T18:28:03.039Z
5831,5509,3,2025-11-25T18:28:03.039Z
5832,5510,3,2025-11-25T18:28:03.039Z
5833,5511,3,2025-11-25T18:28:03.039Z
5834,5512,2,2025-11-25T18:28:03.039Z
5835,5513,3,2025-11-25T18:28:03.039Z
5837,5514,4,2025-11-25T18:28:03.039Z
5838,5515,3,2025-11-25T18:28:03.039Z
5839,5516,2,2025-11-25T18:28:03.039Z
5842,5517,3,2025-11-25T18:28:03.039Z
5843,5518,3,2025-11-25T18:28:03.039Z
5844,5519,4,2025-11-25T18:28:03.039Z
5846,5520,4,2025-11-25T18:28:03.039Z
5847,5521,3,2025-11-25T18:28:03.039Z
5848,5522,4,2025-11-25T18:28:03.039Z
5849,5523,3,2025-11-25T18:28:03.039Z
5850,5524,3,2025-11-25T18:28:03.039Z
5851,5525,4,2025-11-25T18:28:03.039Z
5852,5526,3,2025-11-25T18:28:03.039Z
5853,5527,4,2025-11-25T18:28:03.039Z
5855,5528,3,2025-11-25T18:28:03.039Z
5856,5529,4,2025-11-25T18:28:03.039Z
5857,5530,2,2025-11-25T18:28:03.039Z
5858,5531,3,2025-11-25T18:28:03.039Z
5859,5532,3,2025-11-25T18:28:03.039Z
5860,5533,3,2025-11-25T18:28:03.039Z
5861,5534,3,2025-11-25T18:28:03.039Z
5862,5535,2,2025-11-25T18:28:03.039Z
5863,5536,4,2025-11-25T18:28:03.039Z
5864,5537,3,2025-11-25T18:28:03.039Z
5865,5538,3,2025-11-25T18:28:03.039Z
5866,5539,2,2025-11-25T18:28:03.039Z
5867,5540,2,2025-11-25T18:28:03.039Z
5868,5541,3,2025-11-25T18:28:03.039Z
5869,5542,3,2025-11-25T18:28:03.039Z
5870,5543,3,2025-11-25T18:28:03.039Z
5872,5544,3,2025-11-25T18:28:03.039Z
5873,5545,4,2025-11-25T18:28:03.039Z
5874,5546,3,2025-11-25T18:28:03.039Z
5876,5547,3,2025-11-25T18:28:03.039Z
5877,5548,5,2025-11-25T18:28:03.039Z
5878,5549,3,2025-11-25T18:28:03.039Z
5879,5550,4,2025-11-25T18:28:03.039Z
5880,5551,3,2025-11-25T18:28:03.039Z
5881,5552,3,2025-11-25T18:28:03.039Z
5882,5553,3,2025-11-25T18:28:03.039Z
5883,5554,3,2025-11-25T18:28:03.039Z
5884,5555,2,2025-11-25T18:28:03.039Z
5885,5556,3,2025-11-25T18:28:03.039Z
5886,5557,3,2025-11-25T18:28:03.039Z
5887,5558,2,2025-11-25T18:28:03.039Z
5888,5559,2,2025-11-25T18:28:03.039Z
5889,5560,2,2025-11-25T18:28:03.039Z
5890,5561,4,2025-11-25T18:28:03.039Z
5891,5562,4,2025-11-25T18:28:03.039Z
5892,5563,3,2025-11-25T18:28:03.039Z
5893,5564,5,2025-11-25T18:28:03.039Z
5894,5565,5,2025-11-25T18:28:03.039Z
5895,5566,3,2025-11-25T18:28:03.039Z
5896,5567,3,2025-11-25T18:28:03.039Z
5897,5568,2,2025-11-25T18:28:03.039Z
5898,5569,5,2025-11-25T18:28:03.039Z
5899,5570,3,2025-11-25T18:28:03.039Z
5900,5571,5,2025-11-25T18:28:03.039Z
5901,5572,3,2025-11-25T18:28:03.039Z
5902,5573,4,2025-11-25T18:28:03.039Z
5903,5574,2,2025-11-25T18:28:03.039Z
5904,5575,2,2025-11-25T18:28:03.039Z
5905,5576,2,2025-11-25T18:28:03.039Z
5906,5577,3,2025-11-25T18:28:03.039Z
5907,5578,4,2025-11-25T18:28:03.039Z
5908,5579,2,2025-11-25T18:28:03.039Z
5909,5580,3,2025-11-25T18:28:03.039Z
5910,5581,3,2025-11-25T18:28:03.039Z
5911,5582,3,2025-11-25T18:28:03.039Z
5912,5583,2,2025-11-25T18:28:03.039Z
5914,5584,2,2025-11-25T18:28:03.039Z
5915,5585,5,2025-11-25T18:28:03.039Z
5916,5586,3,2025-11-25T18:28:03.039Z
5917,5587,2,2025-11-25T18:28:03.039Z
5918,5588,2,2025-11-25T18:28:03.039Z
5919,5589,4,2025-11-25T18:28:03.039Z
5920,5590,3,2025-11-25T18:28:03.039Z
5921,5591,2,2025-11-25T18:28:03.039Z
5922,5592,3,2025-11-25T18:28:03.039Z
5923,5593,2,2025-11-25T18:28:03.039Z
5924,5594,2,2025-11-25T18:28:03.039Z
5925,5595,2,2025-11-25T18:28:03.039Z
5926,5596,3,2025-11-25T18:28:03.039Z
5927,5597,2,2025-11-25T18:28:03.039Z
5928,5598,3,2025-11-25T18:28:03.039Z
5929,5599,2,2025-11-25T18:28:03.039Z
5930,5600,2,2025-11-25T18:28:03.039Z
5932,5601,3,2025-11-25T18:28:03.039Z
5933,5602,3,2025-11-25T18:28:03.039Z
5934,5603,4,2025-11-25T18:28:03.039Z
5935,5604,3,2025-11-25T18:28:03.039Z
5937,5605,3,2025-11-25T18:28:03.039Z
5938,5606,2,2025-11-25T18:28:03.039Z
5939,5607,2,2025-11-25T18:28:03.039Z
5940,5608,3,2025-11-25T18:28:03.039Z
5941,5609,3,2025-11-25T18:28:03.039Z
5942,5610,3,2025-11-25T18:28:03.039Z
5943,5611,3,2025-11-25T18:28:03.039Z
5944,5612,3,2025-11-25T18:28:03.039Z
5945,5613,3,2025-11-25T18:28:03.039Z
5947,5614,3,2025-11-25T18:28:03.039Z
5948,5615,3,2025-11-25T18:28:03.039Z
5949,5616,2,2025-11-25T18:28:03.039Z
5950,5617,2,2025-11-25T18:28:03.039Z
5951,5618,2,2025-11-25T18:28:03.039Z
5952,5619,4,2025-11-25T18:28:03.039Z
5953,5620,3,2025-11-25T18:28:03.039Z
5954,5621,2,2025-11-25T18:28:03.039Z
5956,5622,3,2025-11-25T18:28:03.039Z
5957,5623,2,2025-11-25T18:28:03.039Z
5958,5624,3,2025-11-25T18:28:03.039Z
5959,5625,3,2025-11-25T18:28:03.039Z
5960,5626,4,2025-11-25T18:28:03.039Z
5961,5627,2,2025-11-25T18:28:03.039Z
5962,5628,4,2025-11-25T18:28:03.039Z
5963,5629,3,2025-11-25T18:28:03.039Z
5964,5630,2,2025-11-25T18:28:03.039Z
5965,5631,3,2025-11-25T18:28:03.039Z
5966,5632,5,2025-11-25T18:28:03.039Z
5829,5634,,2025-11-25T18:28:03.039Z
5836,5635,,2025-11-25T18:28:03.039Z
5840,5636,,2025-11-25T18:28:03.039Z
5854,5637,,2025-11-25T18:28:03.039Z
5913,5638,,2025-11-25T18:28:03.039Z
5974,5646,2,2025-11-25T18:28:03.039Z
5975,5647,2,2025-11-25T18:28:03.039Z
5977,5648,3,2025-11-25T18:28:03.039Z
5978,5649,3,2025-11-25T18:28:03.039Z
5979,5650,4,2025-11-25T18:28:03.039Z
5980,5651,2,2025-11-25T18:28:03.039Z
5981,5652,3,2025-11-25T18:28:03.039Z
5982,5653,2,2025-11-25T18:28:03.039Z
5983,5654,3,2025-11-25T18:28:03.039Z
5984,5655,5,2025-11-25T18:28:03.039Z
5985,5656,3,2025-11-25T18:28:03.039Z
5986,5657,3,2025-11-25T18:28:03.039Z
5987,5658,3,2025-11-25T18:28:03.039Z
5989,5659,3,2025-11-25T18:28:03.039Z
5991,5660,3,2025-11-25T18:28:03.039Z
5992,5661,4,2025-11-25T18:28:03.039Z
5993,5662,2,2025-11-25T18:28:03.039Z
5994,5663,3,2025-11-25T18:28:03.039Z
5995,5664,2,2025-11-25T18:28:03.039Z
5996,5665,4,2025-11-25T18:28:03.039Z
5997,5666,2,2025-11-25T18:28:03.039Z
5998,5667,3,2025-11-25T18:28:03.039Z
5999,5668,2,2025-11-25T18:28:03.039Z
6000,5669,2,2025-11-25T18:28:03.039Z
6001,5670,3,2025-11-25T18:28:03.039Z
6003,5671,3,2025-11-25T18:28:03.039Z
6004,5672,4,2025-11-25T18:28:03.039Z
6005,5673,3,2025-11-25T18:28:03.039Z
6006,5674,2,2025-11-25T18:28:03.039Z
6007,5675,4,2025-11-25T18:28:03.039Z
6008,5676,4,2025-11-25T18:28:03.039Z
6009,5677,2,2025-11-25T18:28:03.039Z
6010,5678,4,2025-11-25T18:28:03.039Z
6011,5679,3,2025-11-25T18:28:03.039Z
6012,5680,3,2025-11-25T18:28:03.039Z
6013,5681,3,2025-11-25T18:28:03.039Z
6014,5682,3,2025-11-25T18:28:03.039Z
6016,5683,3,2025-11-25T18:28:03.039Z
6017,5684,3,2025-11-25T18:28:03.039Z
6018,5685,3,2025-11-25T18:28:03.039Z
6019,5686,3,2025-11-25T18:28:03.039Z
6021,5687,2,2025-11-25T18:28:03.039Z
6022,5688,5,2025-11-25T18:28:03.039Z
6023,5689,4,2025-11-25T18:28:03.039Z
6024,5690,5,2025-11-25T18:28:03.039Z
6025,5691,2,2025-11-25T18:28:03.039Z
6026,5692,2,2025-11-25T18:28:03.039Z
6027,5693,2,2025-11-25T18:28:03.039Z
6028,5694,3,2025-11-25T18:28:03.039Z
6029,5695,2,2025-11-25T18:28:03.039Z
6030,5696,3,2025-11-25T18:28:03.039Z
6031,5697,4,2025-11-25T18:28:03.039Z
6032,5698,3,2025-11-25T18:28:03.039Z
6034,5699,4,2025-11-25T18:28:03.039Z
6035,5700,2,2025-11-25T18:28:03.039Z
6036,5701,2,2025-11-25T18:28:03.039Z
6039,5702,4,2025-11-25T18:28:03.039Z
6040,5703,2,2025-11-25T18:28:03.039Z
6041,5704,3,2025-11-25T18:28:03.039Z
6042,5705,2,2025-11-25T18:28:03.039Z
6043,5706,2,2025-11-25T18:28:03.039Z
6044,5707,3,2025-11-25T18:28:03.039Z
6045,5708,5,2025-11-25T18:28:03.039Z
6046,5709,5,2025-11-25T18:28:03.039Z
6048,5710,4,2025-11-25T18:28:03.039Z
6049,5711,3,2025-11-25T18:28:03.039Z
6050,5712,3,2025-11-25T18:28:03.039Z
6051,5713,2,2025-11-25T18:28:03.039Z
6052,5714,3,2025-11-25T18:28:03.039Z
6053,5715,3,2025-11-25T18:28:03.039Z
6054,5716,2,2025-11-25T18:28:03.039Z
6055,5717,2,2025-11-25T18:28:03.039Z
6056,5718,3,2025-11-25T18:28:03.039Z
6057,5719,2,2025-11-25T18:28:03.039Z
6058,5720,2,2025-11-25T18:28:03.039Z
6059,5721,3,2025-11-25T18:28:03.039Z
6060,5722,4,2025-11-25T18:28:03.039Z
6061,5723,3,2025-11-25T18:28:03.039Z
6062,5724,4,2025-11-25T18:28:03.039Z
6064,5725,2,2025-11-25T18:28:03.039Z
6066,5726,2,2025-11-25T18:28:03.039Z
6067,5727,3,2025-11-25T18:28:03.039Z
6068,5728,3,2025-11-25T18:28:03.039Z
6069,5729,3,2025-11-25T18:28:03.039Z
6070,5730,2,2025-11-25T18:28:03.039Z
6071,5731,3,2025-11-25T18:28:03.039Z
6072,5732,3,2025-11-25T18:28:03.039Z
6073,5733,3,2025-11-25T18:28:03.039Z
6074,5734,4,2025-11-25T18:28:03.039Z
6075,5735,4,2025-11-25T18:28:03.039Z
6076,5736,4,2025-11-25T18:28:03.039Z
6078,5737,4,2025-11-25T18:28:03.039Z
6079,5738,4,2025-11-25T18:28:03.039Z
6080,5739,3,2025-11-25T18:28:03.039Z
6081,5740,3,2025-11-25T18:28:03.039Z
6082,5741,4,2025-11-25T18:28:03.039Z
6083,5742,3,2025-11-25T18:28:03.039Z
6084,5743,2,2025-11-25T18:28:03.039Z
6085,5744,3,2025-11-25T18:28:03.039Z
6086,5745,3,2025-11-25T18:28:03.039Z
6087,5746,3,2025-11-25T18:28:03.039Z
6088,5747,3,2025-11-25T18:28:03.039Z
6089,5748,3,2025-11-25T18:28:03.039Z
6090,5749,2,2025-11-25T18:28:03.039Z
6091,5750,2,2025-11-25T18:28:03.039Z
6092,5751,3,2025-11-25T18:28:03.039Z
6093,5752,5,2025-11-25T18:28:03.039Z
6094,5753,2,2025-11-25T18:28:03.039Z
6095,5754,3,2025-11-25T18:28:03.039Z
6096,5755,2,2025-11-25T18:28:03.039Z
6097,5756,4,2025-11-25T18:28:03.039Z
6098,5757,2,2025-11-25T18:28:03.039Z
6099,5758,3,2025-11-25T18:28:03.039Z
6100,5759,3,2025-11-25T18:28:03.039Z
6102,5760,2,2025-11-25T18:28:03.039Z
6103,5761,3,2025-11-25T18:28:03.039Z
6104,5762,3,2025-11-25T18:28:03.039Z
6105,5763,3,2025-11-25T18:28:03.039Z
6106,5764,3,2025-11-25T18:28:03.039Z
6107,5765,2,2025-11-25T18:28:03.039Z
6108,5766,2,2025-11-25T18:28:03.039Z
6109,5767,2,2025-11-25T18:28:03.039Z
6110,5768,2,2025-11-25T18:28:03.039Z
6111,5769,2,2025-11-25T18:28:03.039Z
6112,5770,3,2025-11-25T18:28:03.039Z
6113,5771,5,2025-11-25T18:28:03.039Z
6114,5772,4,2025-11-25T18:28:03.039Z
6115,5773,4,2025-11-25T18:28:03.039Z
6116,5774,3,2025-11-25T18:28:03.039Z
6117,5775,2,2025-11-25T18:28:03.039Z
6118,5776,2,2025-11-25T18:28:03.039Z
6119,5777,3,2025-11-25T18:28:03.039Z
6120,5778,3,2025-11-25T18:28:03.039Z
6121,5779,2,2025-11-25T18:28:03.039Z
6122,5780,4,2025-11-25T18:28:03.039Z
6123,5781,3,2025-11-25T18:28:03.039Z
6015,5783,,2025-11-25T18:28:03.039Z
6033,5784,,2025-11-25T18:28:03.039Z
6038,5785,,2025-11-25T18:28:03.039Z
6063,5786,,2025-11-25T18:28:03.039Z
6065,5787,,2025-11-25T18:28:03.039Z
6133,5797,3,2025-11-25T18:28:03.039Z
6134,5798,2,2025-11-25T18:28:03.039Z
6135,5799,4,2025-11-25T18:28:03.039Z
6136,5800,4,2025-11-25T18:28:03.039Z
6137,5801,4,2025-11-25T18:28:03.039Z
6138,5802,4,2025-11-25T18:28:03.039Z
6139,5803,3,2025-11-25T18:28:03.039Z
6140,5804,3,2025-11-25T18:28:03.039Z
6141,5805,3,2025-11-25T18:28:03.039Z
6142,5806,2,2025-11-25T18:28:03.039Z
6144,5807,3,2025-11-25T18:28:03.039Z
6145,5808,3,2025-11-25T18:28:03.039Z
6146,5809,5,2025-11-25T18:28:03.039Z
6147,5810,3,2025-11-25T18:28:03.039Z
6148,5811,2,2025-11-25T18:28:03.039Z
6149,5812,4,2025-11-25T18:28:03.039Z
6150,5813,3,2025-11-25T18:28:03.039Z
6151,5814,4,2025-11-25T18:28:03.039Z
6152,5815,5,2025-11-25T18:28:03.039Z
6153,5816,2,2025-11-25T18:28:03.039Z
6154,5817,4,2025-11-25T18:28:03.039Z
6155,5818,2,2025-11-25T18:28:03.039Z
6156,5819,3,2025-11-25T18:28:03.039Z
6157,5820,4,2025-11-25T18:28:03.039Z
6158,5821,3,2025-11-25T18:28:03.039Z
6159,5822,2,2025-11-25T18:28:03.039Z
6160,5823,4,2025-11-25T18:28:03.039Z
6161,5824,2,2025-11-25T18:28:03.039Z
6162,5825,2,2025-11-25T18:28:03.039Z
6163,5826,2,2025-11-25T18:28:03.039Z
6164,5827,4,2025-11-25T18:28:03.039Z
6165,5828,3,2025-11-25T18:28:03.039Z
6166,5829,3,2025-11-25T18:28:03.039Z
6167,5830,4,2025-11-25T18:28:03.039Z
6168,5831,2,2025-11-25T18:28:03.039Z
6169,5832,4,2025-11-25T18:28:03.039Z
6170,5833,3,2025-11-25T18:28:03.039Z
6171,5834,4,2025-11-25T18:28:03.039Z
6172,5835,2,2025-11-25T18:28:03.039Z
6173,5836,2,2025-11-25T18:28:03.039Z
6174,5837,3,2025-11-25T18:28:03.039Z
6176,5838,2,2025-11-25T18:28:03.039Z
6177,5839,3,2025-11-25T18:28:03.039Z
6178,5840,2,2025-11-25T18:28:03.039Z
6179,5841,4,2025-11-25T18:28:03.039Z
6180,5842,2,2025-11-25T18:28:03.039Z
6181,5843,3,2025-11-25T18:28:03.039Z
6183,5844,2,2025-11-25T18:28:03.039Z
6184,5845,3,2025-11-25T18:28:03.039Z
6185,5846,3,2025-11-25T18:28:03.039Z
6186,5847,4,2025-11-25T18:28:03.039Z
6188,5848,2,2025-11-25T18:28:03.039Z
6189,5849,2,2025-11-25T18:28:03.039Z
6190,5850,3,2025-11-25T18:28:03.039Z
6191,5851,4,2025-11-25T18:28:03.039Z
6192,5852,3,2025-11-25T18:28:03.039Z
6195,5853,3,2025-11-25T18:28:03.039Z
6196,5854,4,2025-11-25T18:28:03.039Z
6197,5855,3,2025-11-25T18:28:03.039Z
6198,5856,2,2025-11-25T18:28:03.039Z
6199,5857,3,2025-11-25T18:28:03.039Z
6200,5858,5,2025-11-25T18:28:03.039Z
6201,5859,5,2025-11-25T18:28:03.039Z
6202,5860,3,2025-11-25T18:28:03.039Z
6203,5861,2,2025-11-25T18:28:03.039Z
6204,5862,2,2025-11-25T18:28:03.039Z
6205,5863,3,2025-11-25T18:28:03.039Z
6206,5864,2,2025-11-25T18:28:03.039Z
6207,5865,3,2025-11-25T18:28:03.039Z
6208,5866,4,2025-11-25T18:28:03.039Z
6210,5867,2,2025-11-25T18:28:03.039Z
6211,5868,4,2025-11-25T18:28:03.039Z
6212,5869,3,2025-11-25T18:28:03.039Z
6213,5870,4,2025-11-25T18:28:03.039Z
6214,5871,5,2025-11-25T18:28:03.039Z
6215,5872,5,2025-11-25T18:28:03.039Z
6216,5873,4,2025-11-25T18:28:03.039Z
6217,5874,3,2025-11-25T18:28:03.039Z
6218,5875,2,2025-11-25T18:28:03.039Z
6220,5876,3,2025-11-25T18:28:03.039Z
6221,5877,3,2025-11-25T18:28:03.039Z
6222,5878,3,2025-11-25T18:28:03.039Z
6223,5879,4,2025-11-25T18:28:03.039Z
6224,5880,2,2025-11-25T18:28:03.039Z
6225,5881,2,2025-11-25T18:28:03.039Z
6226,5882,2,2025-11-25T18:28:03.039Z
6227,5883,3,2025-11-25T18:28:03.039Z
6229,5884,2,2025-11-25T18:28:03.039Z
6230,5885,2,2025-11-25T18:28:03.039Z
6231,5886,2,2025-11-25T18:28:03.039Z
6232,5887,3,2025-11-25T18:28:03.039Z
6233,5888,2,2025-11-25T18:28:03.039Z
6234,5889,3,2025-11-25T18:28:03.039Z
6235,5890,4,2025-11-25T18:28:03.039Z
6236,5891,2,2025-11-25T18:28:03.039Z
6237,5892,2,2025-11-25T18:28:03.039Z
6238,5893,3,2025-11-25T18:28:03.039Z
6239,5894,3,2025-11-25T18:28:03.039Z
6240,5895,5,2025-11-25T18:28:03.039Z
6241,5896,3,2025-11-25T18:28:03.039Z
6242,5897,3,2025-11-25T18:28:03.039Z
6244,5898,4,2025-11-25T18:28:03.039Z
6245,5899,3,2025-11-25T18:28:03.039Z
6246,5900,3,2025-11-25T18:28:03.039Z
6247,5901,3,2025-11-25T18:28:03.039Z
6249,5902,2,2025-11-25T18:28:03.039Z
6250,5903,2,2025-11-25T18:28:03.039Z
6251,5904,3,2025-11-25T18:28:03.039Z
6252,5905,4,2025-11-25T18:28:03.039Z
6254,5906,3,2025-11-25T18:28:03.039Z
6255,5907,2,2025-11-25T18:28:03.039Z
6256,5908,4,2025-11-25T18:28:03.039Z
6257,5909,3,2025-11-25T18:28:03.039Z
6259,5910,5,2025-11-25T18:28:03.039Z
6260,5911,5,2025-11-25T18:28:03.039Z
6263,5912,2,2025-11-25T18:28:03.039Z
6264,5913,4,2025-11-25T18:28:03.039Z
6265,5914,3,2025-11-25T18:28:03.039Z
6266,5915,4,2025-11-25T18:28:03.039Z
6267,5916,2,2025-11-25T18:28:03.039Z
6268,5917,3,2025-11-25T18:28:03.039Z
6269,5918,2,2025-11-25T18:28:03.039Z
6270,5919,4,2025-11-25T18:28:03.039Z
6271,5920,2,2025-11-25T18:28:03.039Z
6272,5921,5,2025-11-25T18:28:03.039Z
6273,5922,3,2025-11-25T18:28:03.039Z
6274,5923,3,2025-11-25T18:28:03.039Z
6275,5924,2,2025-11-25T18:28:03.039Z
6277,5925,3,2025-11-25T18:28:03.039Z
6278,5926,3,2025-11-25T18:28:03.039Z
6279,5927,4,2025-11-25T18:28:03.039Z
6194,5929,,2025-11-25T18:28:03.039Z
6243,5930,,2025-11-25T18:28:03.039Z
6258,5931,,2025-11-25T18:28:03.039Z
6261,5932,,2025-11-25T18:28:03.039Z
6262,5933,,2025-11-25T18:28:03.039Z
6276,5934,,2025-11-25T18:28:03.039Z
6287,5941,3,2025-11-25T18:28:03.039Z
6288,5942,3,2025-11-25T18:28:03.039Z
6289,5943,4,2025-11-25T18:28:03.039Z
6290,5944,4,2025-11-25T18:28:03.039Z
6291,5945,4,2025-11-25T18:28:03.039Z
6292,5946,3,2025-11-25T18:28:03.039Z
6293,5947,2,2025-11-25T18:28:03.039Z
6294,5948,3,2025-11-25T18:28:03.039Z
6295,5949,2,2025-11-25T18:28:03.039Z
6296,5950,3,2025-11-25T18:28:03.039Z
6297,5951,3,2025-11-25T18:28:03.039Z
6298,5952,3,2025-11-25T18:28:03.039Z
6299,5953,3,2025-11-25T18:28:03.039Z
6300,5954,3,2025-11-25T18:28:03.039Z
6301,5955,3,2025-11-25T18:28:03.039Z
6303,5956,3,2025-11-25T18:28:03.039Z
6304,5957,2,2025-11-25T18:28:03.039Z
6305,5958,2,2025-11-25T18:28:03.039Z
6306,5959,3,2025-11-25T18:28:03.039Z
6307,5960,3,2025-11-25T18:28:03.039Z
6308,5961,2,2025-11-25T18:28:03.039Z
6309,5962,2,2025-11-25T18:28:03.039Z
6311,5963,3,2025-11-25T18:28:03.039Z
6312,5964,3,2025-11-25T18:28:03.039Z
6313,5965,2,2025-11-25T18:28:03.039Z
6314,5966,4,2025-11-25T18:28:03.039Z
6315,5967,2,2025-11-25T18:28:03.039Z
6316,5968,2,2025-11-25T18:28:03.039Z
6317,5969,2,2025-11-25T18:28:03.039Z
6318,5970,3,2025-11-25T18:28:03.039Z
6319,5971,4,2025-11-25T18:28:03.039Z
6320,5972,4,2025-11-25T18:28:03.039Z
6322,5973,3,2025-11-25T18:28:03.039Z
6323,5974,3,2025-11-25T18:28:03.039Z
6324,5975,3,2025-11-25T18:28:03.039Z
6325,5976,2,2025-11-25T18:28:03.039Z
6327,5977,4,2025-11-25T18:28:03.039Z
6328,5978,3,2025-11-25T18:28:03.039Z
6329,5979,2,2025-11-25T18:28:03.039Z
6330,5980,2,2025-11-25T18:28:03.039Z
6331,5981,2,2025-11-25T18:28:03.039Z
6332,5982,4,2025-11-25T18:28:03.039Z
6334,5983,3,2025-11-25T18:28:03.039Z
6335,5984,4,2025-11-25T18:28:03.039Z
6336,5985,2,2025-11-25T18:28:03.039Z
6337,5986,3,2025-11-25T18:28:03.039Z
6338,5987,3,2025-11-25T18:28:03.039Z
6339,5988,3,2025-11-25T18:28:03.039Z
6340,5989,4,2025-11-25T18:28:03.039Z
6341,5990,2,2025-11-25T18:28:03.039Z
