id_chamado,id_cliente,hora_abertura_chamado,hora_inicio_atendimento,hora_finalizacao_atendimento,tempo_espera_seg,tempo_atendimento_seg,tempo_total_seg,hora_da_ingestao_silver
3966,22174741801,,,,,,,2025-11-24T16:37:21.909Z
4463,23866313081,,,,,,,2025-11-24T16:37:21.909Z
6342,29595038721,,,,,,,2025-11-24T16:37:21.909Z
9367,38517966217,,,,,,,2025-11-24T16:37:21.909Z
9508,38926446913,,,,,,,2025-11-24T16:37:21.909Z
10003,40359541539,,,,,,,2025-11-24T16:37:21.909Z
10611,42293997509,,,,,,,2025-11-24T16:37:21.909Z
11199,44068698124,,,,,,,2025-11-24T16:37:21.909Z
11719,45608418205,,,,,,,2025-11-24T16:37:21.909Z
11883,46048484398,,,,,,,2025-11-24T16:37:21.909Z
12254,47087552236,,,,,,,2025-11-24T16:37:21.909Z
13465,50676468579,,,,,,,2025-11-24T16:37:21.909Z
13607,51134230277,,,,,,,2025-11-24T16:37:21.909Z
15370,56624551208,,,,,,,2025-11-24T16:37:21.909Z
16055,58550912634,,,,,,,2025-11-24T16:37:21.909Z
16217,59006204141,,,,,,,2025-11-24T16:37:21.909Z
17890,64020898224,,,,,,,2025-11-24T16:37:21.909Z
18268,65156210006,,,,,,,2025-11-24T16:37:21.909Z
20489,71463930682,,,,,,,2025-11-24T16:37:21.909Z
22951,79349805584,,,,,,,2025-11-24T16:37:21.909Z
25607,86967283357,,,,,,,2025-11-24T16:37:21.909Z
25975,88121731345,,,,,,,2025-11-24T16:37:21.909Z
28267,94995216374,,,,,,,2025-11-24T16:37:21.909Z
29525,98498007974,,,,,,,2025-11-24T16:37:21.909Z
29833,99521114087,,,,,,,2025-11-24T16:37:21.909Z
35,10082503356,,,,,,,2025-11-24T16:37:21.909Z
565,11812820662,,,,,,,2025-11-24T16:37:21.909Z
1439,14489614778,,,,,,,2025-11-24T16:37:21.909Z
1464,14525965233,,,,,,,2025-11-24T16:37:21.909Z
1916,15894726216,,,,,,,2025-11-24T16:37:21.909Z
2439,17524599183,,,,,,,2025-11-24T16:37:21.909Z
5223,26084612107,,,,,,,2025-11-24T16:37:21.909Z
6284,29429042844,,,,,,,2025-11-24T16:37:21.909Z
7122,31805126321,,,,,,,2025-11-24T16:37:21.909Z
7478,32956605391,,,,,,,2025-11-24T16:37:21.909Z
8781,36666815791,,,,,,,2025-11-24T16:37:21.909Z
9061,37583639060,,,,,,,2025-11-24T16:37:21.909Z
9209,38020001138,,,,,,,2025-11-24T16:37:21.909Z
9951,40201257225,,,,,,,2025-11-24T16:37:21.909Z
10861,42974748609,,,,,,,2025-11-24T16:37:21.909Z
11965,46346093521,,,,,,,2025-11-24T16:37:21.909Z
14085,52734496556,,,,,,,2025-11-24T16:37:21.909Z
14655,54576263598,,,,,,,2025-11-24T16:37:21.909Z
15292,56425203719,,,,,,,2025-11-24T16:37:21.909Z
15936,58268619841,,,,,,,2025-11-24T16:37:21.909Z
16171,58860451444,,,,,,,2025-11-24T16:37:21.909Z
16272,59171820056,,,,,,,2025-11-24T16:37:21.909Z
17753,63592973451,,,,,,,2025-11-24T16:37:21.909Z
18012,64324951070,,,,,,,2025-11-24T16:37:21.909Z
21934,76271928963,,,,,,,2025-11-24T16:37:21.909Z
23078,79713178568,,,,,,,2025-11-24T16:37:21.909Z
23335,80393113516,,,,,,,2025-11-24T16:37:21.909Z
23881,82030247646,,,,,,,2025-11-24T16:37:21.909Z
28791,96374947496,,,,,,,2025-11-24T16:37:21.909Z
29080,97046356158,,,,,,,2025-11-24T16:37:21.909Z
29195,97513375534,,,,,,,2025-11-24T16:37:21.909Z
214,10723236967,,,,,,,2025-11-24T16:37:21.909Z
887,12742229971,,,,,,,2025-11-24T16:37:21.909Z
1896,15824658316,,,,,,,2025-11-24T16:37:21.909Z
3256,19964177301,,,,,,,2025-11-24T16:37:21.909Z
3598,21003795310,,,,,,,2025-11-24T16:37:21.909Z
4688,24592846047,,,,,,,2025-11-24T16:37:21.909Z
5099,25729032202,,,,,,,2025-11-24T16:37:21.909Z
6208,29172295762,,,,,,,2025-11-24T16:37:21.909Z
7615,33348747789,,,,,,,2025-11-24T16:37:21.909Z
9146,37838660729,,,,,,,2025-11-24T16:37:21.909Z
10252,41112337426,,,,,,,2025-11-24T16:37:21.909Z
10949,43259328690,,,,,,,2025-11-24T16:37:21.909Z
10955,43271918803,,,,,,,2025-11-24T16:37:21.909Z
11312,44399163474,,,,,,,2025-11-24T16:37:21.909Z
11578,45231979808,,,,,,,2025-11-24T16:37:21.909Z
11994,46422853817,,,,,,,2025-11-24T16:37:21.909Z
12468,47748375994,,,,,,,2025-11-24T16:37:21.909Z
12532,47962663245,,,,,,,2025-11-24T16:37:21.909Z
14319,53525262824,,,,,,,2025-11-24T16:37:21.909Z
14827,55046458594,,,,,,,2025-11-24T16:37:21.909Z
14878,55227059298,,,,,,,2025-11-24T16:37:21.909Z
15634,57471039571,,,,,,,2025-11-24T16:37:21.909Z
16782,60691563454,,,,,,,2025-11-24T16:37:21.909Z
16925,61135564543,,,,,,,2025-11-24T16:37:21.909Z
16998,61381065779,,,,,,,2025-11-24T16:37:21.909Z
18392,65511204507,,,,,,,2025-11-24T16:37:21.909Z
18537,65912531431,,,,,,,2025-11-24T16:37:21.909Z
19505,68841780731,,,,,,,2025-11-24T16:37:21.909Z
19799,69671719844,,,,,,,2025-11-24T16:37:21.909Z
19802,69682510258,,,,,,,2025-11-24T16:37:21.909Z
21751,75656582037,,,,,,,2025-11-24T16:37:21.909Z
24103,82721371161,,,,,,,2025-11-24T16:37:21.909Z
24109,82728103590,,,,,,,2025-11-24T16:37:21.909Z
24226,83108366255,,,,,,,2025-11-24T16:37:21.909Z
24563,83858674585,,,,,,,2025-11-24T16:37:21.909Z
25137,85521387354,,,,,,,2025-11-24T16:37:21.909Z
26282,89074158170,,,,,,,2025-11-24T16:37:21.909Z
26856,90603152291,,,,,,,2025-11-24T16:37:21.909Z
27878,93769360947,,,,,,,2025-11-24T16:37:21.909Z
28184,94650938113,,,,,,,2025-11-24T16:37:21.909Z
28219,94828856000,,,,,,,2025-11-24T16:37:21.909Z
29405,98157468354,,,,,,,2025-11-24T16:37:21.909Z
878,12703275954,,,,,,,2025-11-24T16:37:21.909Z
2159,16636220398,,,,,,,2025-11-24T16:37:21.909Z
7337,32532493666,,,,,,,2025-11-24T16:37:21.909Z
7547,33172343660,,,,,,,2025-11-24T16:37:21.909Z
7754,33702985834,,,,,,,2025-11-24T16:37:21.909Z
8604,36149707962,,,,,,,2025-11-24T16:37:21.909Z
9987,40322111109,,,,,,,2025-11-24T16:37:21.909Z
10017,40406764985,,,,,,,2025-11-24T16:37:21.909Z
11463,44877975462,,,,,,,2025-11-24T16:37:21.909Z
12749,48607965877,,,,,,,2025-11-24T16:37:21.909Z
16219,59016686195,,,,,,,2025-11-24T16:37:21.909Z
16907,61045528556,,,,,,,2025-11-24T16:37:21.909Z
16966,61271103120,,,,,,,2025-11-24T16:37:21.909Z
18027,64369653316,,,,,,,2025-11-24T16:37:21.909Z
19382,68490015549,,,,,,,2025-11-24T16:37:21.909Z
20412,71224838418,,,,,,,2025-11-24T16:37:21.909Z
21298,74255431150,,,,,,,2025-11-24T16:37:21.909Z
21577,75162014173,,,,,,,2025-11-24T16:37:21.909Z
24136,82797052775,,,,,,,2025-11-24T16:37:21.909Z
24945,84979411528,,,,,,,2025-11-24T16:37:21.909Z
26584,89883002304,,,,,,,2025-11-24T16:37:21.909Z
27288,92052619410,,,,,,,2025-11-24T16:37:21.909Z
28234,94846632179,,,,,,,2025-11-24T16:37:21.909Z
29676,98916638251,,,,,,,2025-11-24T16:37:21.909Z
758,12298510122,,,,,,,2025-11-24T16:37:21.909Z
810,12493136992,,,,,,,2025-11-24T16:37:21.909Z
2157,16625578432,,,,,,,2025-11-24T16:37:21.909Z
4654,24483718709,,,,,,,2025-11-24T16:37:21.909Z
5102,25745078471,,,,,,,2025-11-24T16:37:21.909Z
6794,30809488990,,,,,,,2025-11-24T16:37:21.909Z
8097,34715699500,,,,,,,2025-11-24T16:37:21.909Z
8149,34853051181,,,,,,,2025-11-24T16:37:21.909Z
8514,35882761847,,,,,,,2025-11-24T16:37:21.909Z
9909,39994398023,,,,,,,2025-11-24T16:37:21.909Z
12017,46467233646,,,,,,,2025-11-24T16:37:21.909Z
12900,49039638649,,,,,,,2025-11-24T16:37:21.909Z
14882,55242380499,,,,,,,2025-11-24T16:37:21.909Z
14897,55289760143,,,,,,,2025-11-24T16:37:21.909Z
15003,55641211392,,,,,,,2025-11-24T16:37:21.909Z
16183,58899875550,,,,,,,2025-11-24T16:37:21.909Z
16626,60365880914,,,,,,,2025-11-24T16:37:21.909Z
18854,66853190152,,,,,,,2025-11-24T16:37:21.909Z
20169,70534907392,,,,,,,2025-11-24T16:37:21.909Z
20241,70742187812,,,,,,,2025-11-24T16:37:21.909Z
20409,71215099472,,,,,,,2025-11-24T16:37:21.909Z
20729,72265832551,,,,,,,2025-11-24T16:37:21.909Z
21398,74592876445,,,,,,,2025-11-24T16:37:21.909Z
25106,85384718852,,,,,,,2025-11-24T16:37:21.909Z
25256,86022142734,,,,,,,2025-11-24T16:37:21.909Z
25788,87503145166,,,,,,,2025-11-24T16:37:21.909Z
28496,95543645270,,,,,,,2025-11-24T16:37:21.909Z
28671,96099567090,,,,,,,2025-11-24T16:37:21.909Z
28739,96263165043,,,,,,,2025-11-24T16:37:21.909Z
29302,97849665694,,,,,,,2025-11-24T16:37:21.909Z
29971,99882073521,,,,,,,2025-11-24T16:37:21.909Z
46,10111923439,,,,,,,2025-11-24T16:37:21.909Z
2156,16600400793,,,,,,,2025-11-24T16:37:21.909Z
2266,17017366092,,,,,,,2025-11-24T16:37:21.909Z
2438,17523641089,,,,,,,2025-11-24T16:37:21.909Z
2684,18435291966,,,,,,,2025-11-24T16:37:21.909Z
2695,18453863026,,,,,,,2025-11-24T16:37:21.909Z
3164,19714400219,,,,,,,2025-11-24T16:37:21.909Z
4087,22640155238,,,,,,,2025-11-24T16:37:21.909Z
4593,24251833159,,,,,,,2025-11-24T16:37:21.909Z
6012,28528192743,,,,,,,2025-11-24T16:37:21.909Z
6522,30110795276,,,,,,,2025-11-24T16:37:21.909Z
6841,30955445255,,,,,,,2025-11-24T16:37:21.909Z
7272,32263017131,,,,,,,2025-11-24T16:37:21.909Z
7726,33590236337,,,,,,,2025-11-24T16:37:21.909Z
8065,34620169897,,,,,,,2025-11-24T16:37:21.909Z
8409,35592124551,,,,,,,2025-11-24T16:37:21.909Z
8979,37299429671,,,,,,,2025-11-24T16:37:21.909Z
10337,41446995738,,,,,,,2025-11-24T16:37:21.909Z
10529,42028522281,,,,,,,2025-11-24T16:37:21.909Z
13594,51122884362,,,,,,,2025-11-24T16:37:21.909Z
13941,52218463453,,,,,,,2025-11-24T16:37:21.909Z
15362,56595481894,,,,,,,2025-11-24T16:37:21.909Z
15389,56673520721,,,,,,,2025-11-24T16:37:21.909Z
16181,58892428550,,,,,,,2025-11-24T16:37:21.909Z
16293,59216266499,,,,,,,2025-11-24T16:37:21.909Z
17095,61655604168,,,,,,,2025-11-24T16:37:21.909Z
17389,62554723477,,,,,,,2025-11-24T16:37:21.909Z
18702,66388949429,,,,,,,2025-11-24T16:37:21.909Z
20181,70555786504,,,,,,,2025-11-24T16:37:21.909Z
20857,72681036533,,,,,,,2025-11-24T16:37:21.909Z
21146,73681744697,,,,,,,2025-11-24T16:37:21.909Z
21439,74688256970,,,,,,,2025-11-24T16:37:21.909Z
23454,80833043537,,,,,,,2025-11-24T16:37:21.909Z
24052,82540518374,,,,,,,2025-11-24T16:37:21.909Z
24905,84877554219,,,,,,,2025-11-24T16:37:21.909Z
26176,88750458317,,,,,,,2025-11-24T16:37:21.909Z
26623,89970036373,,,,,,,2025-11-24T16:37:21.909Z
20,10052671950,,,,,,,2025-11-24T16:37:21.909Z
255,10813005727,,,,,,,2025-11-24T16:37:21.909Z
929,12843897167,,,,,,,2025-11-24T16:37:21.909Z
1215,13822054823,,,,,,,2025-11-24T16:37:21.909Z
3143,19656606360,,,,,,,2025-11-24T16:37:21.909Z
3753,21485149922,,,,,,,2025-11-24T16:37:21.909Z
4974,25421670281,,,,,,,2025-11-24T16:37:21.909Z
7379,32628122928,,,,,,,2025-11-24T16:37:21.909Z
8883,36982193930,,,,,,,2025-11-24T16:37:21.909Z
10066,40564863274,,,,,,,2025-11-24T16:37:21.909Z
11063,43642496354,,,,,,,2025-11-24T16:37:21.909Z
12442,47702565947,,,,,,,2025-11-24T16:37:21.909Z
12696,48534375711,,,,,,,2025-11-24T16:37:21.909Z
15897,58156574056,,,,,,,2025-11-24T16:37:21.909Z
16299,59228085428,,,,,,,2025-11-24T16:37:21.909Z
17614,63270358808,,,,,,,2025-11-24T16:37:21.909Z
18257,65105362188,,,,,,,2025-11-24T16:37:21.909Z
19000,67489479516,,,,,,,2025-11-24T16:37:21.909Z
20749,72325896810,,,,,,,2025-11-24T16:37:21.909Z
22931,79282624508,,,,,,,2025-11-24T16:37:21.909Z
23633,81356843081,,,,,,,2025-11-24T16:37:21.909Z
25520,86688406196,,,,,,,2025-11-24T16:37:21.909Z
25549,86765677250,,,,,,,2025-11-24T16:37:21.909Z
27283,92036719312,,,,,,,2025-11-24T16:37:21.909Z
28632,95990942864,,,,,,,2025-11-24T16:37:21.909Z
28797,96405348499,,,,,,,2025-11-24T16:37:21.909Z
29105,97100888963,,,,,,,2025-11-24T16:37:21.909Z
1565,14858598610,,,,,,,2025-11-24T16:37:21.909Z
1740,15341668638,,,,,,,2025-11-24T16:37:21.909Z
2164,16646597222,,,,,,,2025-11-24T16:37:21.909Z
2919,19018467904,,,,,,,2025-11-24T16:37:21.909Z
4777,24852883025,,,,,,,2025-11-24T16:37:21.909Z
5228,26092882449,,,,,,,2025-11-24T16:37:21.909Z
7353,32556075936,,,,,,,2025-11-24T16:37:21.909Z
8040,34526456370,,,,,,,2025-11-24T16:37:21.909Z
9045,37509515824,,,,,,,2025-11-24T16:37:21.909Z
9868,39875948107,,,,,,,2025-11-24T16:37:21.909Z
11060,43623322659,,,,,,,2025-11-24T16:37:21.909Z
14339,53590774729,,,,,,,2025-11-24T16:37:21.909Z
14675,54629316717,,,,,,,2025-11-24T16:37:21.909Z
17605,63243643336,,,,,,,2025-11-24T16:37:21.909Z
18064,64495132564,,,,,,,2025-11-24T16:37:21.909Z
18853,66850388309,,,,,,,2025-11-24T16:37:21.909Z
19729,69440969157,,,,,,,2025-11-24T16:37:21.909Z
20268,70868682009,,,,,,,2025-11-24T16:37:21.909Z
24692,84283724567,,,,,,,2025-11-24T16:37:21.909Z
24903,84875407686,,,,,,,2025-11-24T16:37:21.909Z
25758,87421388732,,,,,,,2025-11-24T16:37:21.909Z
26216,88840438483,,,,,,,2025-11-24T16:37:21.909Z
27415,92497609287,,,,,,,2025-11-24T16:37:21.909Z
28288,95025839698,,,,,,,2025-11-24T16:37:21.909Z
185,10516829919,,,,,,,2025-11-24T16:37:21.909Z
1470,14542358549,,,,,,,2025-11-24T16:37:21.909Z
1837,15607654935,,,,,,,2025-11-24T16:37:21.909Z
2457,17604773271,,,,,,,2025-11-24T16:37:21.909Z
2955,19097313219,,,,,,,2025-11-24T16:37:21.909Z
3738,21458522752,,,,,,,2025-11-24T16:37:21.909Z
5396,26510777540,,,,,,,2025-11-24T16:37:21.909Z
6313,29539960584,,,,,,,2025-11-24T16:37:21.909Z
6842,30977073481,,,,,,,2025-11-24T16:37:21.909Z
7161,31917400407,,,,,,,2025-11-24T16:37:21.909Z
9226,38052681056,,,,,,,2025-11-24T16:37:21.909Z
10357,41490957614,,,,,,,2025-11-24T16:37:21.909Z
10993,43438728346,,,,,,,2025-11-24T16:37:21.909Z
11161,43963922122,,,,,,,2025-11-24T16:37:21.909Z
11207,44103656796,,,,,,,2025-11-24T16:37:21.909Z
13649,51368373980,,,,,,,2025-11-24T16:37:21.909Z
15146,56042636092,,,,,,,2025-11-24T16:37:21.909Z
16303,59253669633,,,,,,,2025-11-24T16:37:21.909Z
17118,61758530015,,,,,,,2025-11-24T16:37:21.909Z
17428,62707661458,,,,,,,2025-11-24T16:37:21.909Z
20715,72224520059,,,,,,,2025-11-24T16:37:21.909Z
21013,73176640091,,,,,,,2025-11-24T16:37:21.909Z
21753,75656582037,,,,,,,2025-11-24T16:37:21.909Z
23345,80419096765,,,,,,,2025-11-24T16:37:21.909Z
24280,83236457870,,,,,,,2025-11-24T16:37:21.909Z
24540,83785436872,,,,,,,2025-11-24T16:37:21.909Z
25196,85838782065,,,,,,,2025-11-24T16:37:21.909Z
25641,87072996258,,,,,,,2025-11-24T16:37:21.909Z
27216,91835329105,,,,,,,2025-11-24T16:37:21.909Z
27319,92172976520,,,,,,,2025-11-24T16:37:21.909Z
27526,92799255955,,,,,,,2025-11-24T16:37:21.909Z
27940,93976163567,,,,,,,2025-11-24T16:37:21.909Z
28543,95693187088,,,,,,,2025-11-24T16:37:21.909Z
467,11551202169,,,,,,,2025-11-24T16:37:21.909Z
959,12934160585,,,,,,,2025-11-24T16:37:21.909Z
1409,14442049344,,,,,,,2025-11-24T16:37:21.909Z
1857,15646007764,,,,,,,2025-11-24T16:37:21.909Z
1867,15716130513,,,,,,,2025-11-24T16:37:21.909Z
2132,16550158952,,,,,,,2025-11-24T16:37:21.909Z
3422,20435759313,,,,,,,2025-11-24T16:37:21.909Z
4932,25288297020,,,,,,,2025-11-24T16:37:21.909Z
5291,26231308484,,,,,,,2025-11-24T16:37:21.909Z
7364,32588349973,,,,,,,2025-11-24T16:37:21.909Z
7423,32757216033,,,,,,,2025-11-24T16:37:21.909Z
8646,36269412292,,,,,,,2025-11-24T16:37:21.909Z
9615,39268149294,,,,,,,2025-11-24T16:37:21.909Z
12380,47545884884,,,,,,,2025-11-24T16:37:21.909Z
12436,47693193622,,,,,,,2025-11-24T16:37:21.909Z
13169,49820141872,,,,,,,2025-11-24T16:37:21.909Z
13687,51470222877,,,,,,,2025-11-24T16:37:21.909Z
13709,51522006482,,,,,,,2025-11-24T16:37:21.909Z
15377,56638590291,,,,,,,2025-11-24T16:37:21.909Z
15887,58119418894,,,,,,,2025-11-24T16:37:21.909Z
16394,59583505043,,,,,,,2025-11-24T16:37:21.909Z
21515,74978357083,,,,,,,2025-11-24T16:37:21.909Z
21822,75854734220,,,,,,,2025-11-24T16:37:21.909Z
22249,77050325717,,,,,,,2025-11-24T16:37:21.909Z
24328,83341607345,,,,,,,2025-11-24T16:37:21.909Z
24751,84457896661,,,,,,,2025-11-24T16:37:21.909Z
24979,85102230039,,,,,,,2025-11-24T16:37:21.909Z
26457,89570164023,,,,,,,2025-11-24T16:37:21.909Z
2428,17467182260,,,,,,,2025-11-24T16:37:21.909Z
3425,20449908456,,,,,,,2025-11-24T16:37:21.909Z
6757,30707973146,,,,,,,2025-11-24T16:37:21.909Z
9191,37986850336,,,,,,,2025-11-24T16:37:21.909Z
9300,38236514063,,,,,,,2025-11-24T16:37:21.909Z
13420,50552972724,,,,,,,2025-11-24T16:37:21.909Z
14994,55611182553,,,,,,,2025-11-24T16:37:21.909Z
15308,56464182542,,,,,,,2025-11-24T16:37:21.909Z
15553,57168189043,,,,,,,2025-11-24T16:37:21.909Z
16983,61339013659,,,,,,,2025-11-24T16:37:21.909Z
17248,62116613195,,,,,,,2025-11-24T16:37:21.909Z
18681,66346343119,,,,,,,2025-11-24T16:37:21.909Z
18893,67048344611,,,,,,,2025-11-24T16:37:21.909Z
20208,70628622394,,,,,,,2025-11-24T16:37:21.909Z
20713,72224520059,,,,,,,2025-11-24T16:37:21.909Z
21015,73179270788,,,,,,,2025-11-24T16:37:21.909Z
21097,73517866105,,,,,,,2025-11-24T16:37:21.909Z
21593,75231080980,,,,,,,2025-11-24T16:37:21.909Z
23381,80537375986,,,,,,,2025-11-24T16:37:21.909Z
23678,81492208185,,,,,,,2025-11-24T16:37:21.909Z
24401,83492034794,,,,,,,2025-11-24T16:37:21.909Z
24481,83642662463,,,,,,,2025-11-24T16:37:21.909Z
24631,84091025826,,,,,,,2025-11-24T16:37:21.909Z
25155,85634212833,,,,,,,2025-11-24T16:37:21.909Z
25265,86052793987,,,,,,,2025-11-24T16:37:21.909Z
25531,86701014382,,,,,,,2025-11-24T16:37:21.909Z
25557,86802629366,,,,,,,2025-11-24T16:37:21.909Z
25782,87467478778,,,,,,,2025-11-24T16:37:21.909Z
27050,91289815833,,,,,,,2025-11-24T16:37:21.909Z
27897,93829617539,,,,,,,2025-11-24T16:37:21.909Z
428,11339336153,,,,,,,2025-11-24T16:37:21.909Z
532,11717483992,,,,,,,2025-11-24T16:37:21.909Z
2158,16629068628,,,,,,,2025-11-24T16:37:21.909Z
5144,25912621658,,,,,,,2025-11-24T16:37:21.909Z
5764,27652841678,,,,,,,2025-11-24T16:37:21.909Z
6201,29157645805,,,,,,,2025-11-24T16:37:21.909Z
6271,29384185602,,,,,,,2025-11-24T16:37:21.909Z
7033,31477731414,,,,,,,2025-11-24T16:37:21.909Z
9710,39481404152,,,,,,,2025-11-24T16:37:21.909Z
15219,56257208825,,,,,,,2025-11-24T16:37:21.909Z
15935,58268619841,,,,,,,2025-11-24T16:37:21.909Z
16295,59228085428,,,,,,,2025-11-24T16:37:21.909Z
18692,66362168106,,,,,,,2025-11-24T16:37:21.909Z
19397,68496372577,,,,,,,2025-11-24T16:37:21.909Z
21199,73938645991,,,,,,,2025-11-24T16:37:21.909Z
23206,79974281406,,,,,,,2025-11-24T16:37:21.909Z
24568,83863703506,,,,,,,2025-11-24T16:37:21.909Z
25067,85340209966,,,,,,,2025-11-24T16:37:21.909Z
25838,87600917862,,,,,,,2025-11-24T16:37:21.909Z
26803,90474729082,,,,,,,2025-11-24T16:37:21.909Z
28909,96643402222,,,,,,,2025-11-24T16:37:21.909Z
29314,97895591334,,,,,,,2025-11-24T16:37:21.909Z
29535,98542697610,,,,,,,2025-11-24T16:37:21.909Z
29597,98708225795,,,,,,,2025-11-24T16:37:21.909Z
899,12759548418,,,,,,,2025-11-24T16:37:21.909Z
1974,16076765224,,,,,,,2025-11-24T16:37:21.909Z
3102,19552315294,,,,,,,2025-11-24T16:37:21.909Z
3634,21127078604,,,,,,,2025-11-24T16:37:21.909Z
4210,23032392430,,,,,,,2025-11-24T16:37:21.909Z
4887,25164621621,,,,,,,2025-11-24T16:37:21.909Z
8428,35624704568,,,,,,,2025-11-24T16:37:21.909Z
8723,36510658556,,,,,,,2025-11-24T16:37:21.909Z
9135,37815075944,,,,,,,2025-11-24T16:37:21.909Z
9597,39190855223,,,,,,,2025-11-24T16:37:21.909Z
9874,39894496534,,,,,,,2025-11-24T16:37:21.909Z
10457,41767669532,,,,,,,2025-11-24T16:37:21.909Z
12261,47105940825,,,,,,,2025-11-24T16:37:21.909Z
12478,47785961079,,,,,,,2025-11-24T16:37:21.909Z
12918,49089140321,,,,,,,2025-11-24T16:37:21.909Z
13114,49683056856,,,,,,,2025-11-24T16:37:21.909Z
15519,57093499729,,,,,,,2025-11-24T16:37:21.909Z
15534,57122073500,,,,,,,2025-11-24T16:37:21.909Z
16118,58714374578,,,,,,,2025-11-24T16:37:21.909Z
16199,58963437921,,,,,,,2025-11-24T16:37:21.909Z
16580,60117276054,,,,,,,2025-11-24T16:37:21.909Z
17823,63833491293,,,,,,,2025-11-24T16:37:21.909Z
17986,64258337288,,,,,,,2025-11-24T16:37:21.909Z
18127,64769974701,,,,,,,2025-11-24T16:37:21.909Z
19761,69529311853,,,,,,,2025-11-24T16:37:21.909Z
20047,70209966236,,,,,,,2025-11-24T16:37:21.909Z
24796,84563363002,,,,,,,2025-11-24T16:37:21.909Z
25405,86390094302,,,,,,,2025-11-24T16:37:21.909Z
26577,89850828361,,,,,,,2025-11-24T16:37:21.909Z
27349,92256609288,,,,,,,2025-11-24T16:37:21.909Z
27418,92501737054,,,,,,,2025-11-24T16:37:21.909Z
27795,93583885897,,,,,,,2025-11-24T16:37:21.909Z
29078,97040383855,,,,,,,2025-11-24T16:37:21.909Z
3873,21848878326,,,,,,,2025-11-24T16:37:21.909Z
3992,22254330876,,,,,,,2025-11-24T16:37:21.909Z
4355,23553131639,,,,,,,2025-11-24T16:37:21.909Z
4833,24978648517,,,,,,,2025-11-24T16:37:21.909Z
5738,27577298600,,,,,,,2025-11-24T16:37:21.909Z
6391,29694439830,,,,,,,2025-11-24T16:37:21.909Z
7190,31988498544,,,,,,,2025-11-24T16:37:21.909Z
14158,52955995104,,,,,,,2025-11-24T16:37:21.909Z
14886,55250131540,,,,,,,2025-11-24T16:37:21.909Z
15575,57228229806,,,,,,,2025-11-24T16:37:21.909Z
20509,71556800472,,,,,,,2025-11-24T16:37:21.909Z
22273,77127960619,,,,,,,2025-11-24T16:37:21.909Z
22985,79420891924,,,,,,,2025-11-24T16:37:21.909Z
22993,79437295650,,,,,,,2025-11-24T16:37:21.909Z
23471,80867722682,,,,,,,2025-11-24T16:37:21.909Z
24197,83002657780,,,,,,,2025-11-24T16:37:21.909Z
25149,85583253488,,,,,,,2025-11-24T16:37:21.909Z
25515,86667591824,,,,,,,2025-11-24T16:37:21.909Z
26104,88460052454,,,,,,,2025-11-24T16:37:21.909Z
26913,90834832095,,,,,,,2025-11-24T16:37:21.909Z
28491,95504615075,,,,,,,2025-11-24T16:37:21.909Z
29982,99944907474,,,,,,,2025-11-24T16:37:21.909Z
361,11108069749,,,,,,,2025-11-24T16:37:21.909Z
1011,13109855562,,,,,,,2025-11-24T16:37:21.909Z
3655,21242286130,,,,,,,2025-11-24T16:37:21.909Z
4229,23101099611,,,,,,,2025-11-24T16:37:21.909Z
5054,25612682469,,,,,,,2025-11-24T16:37:21.909Z
5061,25619470149,,,,,,,2025-11-24T16:37:21.909Z
5460,26695619246,,,,,,,2025-11-24T16:37:21.909Z
8091,34712174389,,,,,,,2025-11-24T16:37:21.909Z
9783,39669047293,,,,,,,2025-11-24T16:37:21.909Z
10088,40615254964,,,,,,,2025-11-24T16:37:21.909Z
11316,44408619657,,,,,,,2025-11-24T16:37:21.909Z
11923,46191274474,,,,,,,2025-11-24T16:37:21.909Z
12073,46591807667,,,,,,,2025-11-24T16:37:21.909Z
12273,47141840970,,,,,,,2025-11-24T16:37:21.909Z
12811,48792132219,,,,,,,2025-11-24T16:37:21.909Z
13159,49786897104,,,,,,,2025-11-24T16:37:21.909Z
14983,55586542426,,,,,,,2025-11-24T16:37:21.909Z
16250,59098247659,,,,,,,2025-11-24T16:37:21.909Z
19206,68062584955,,,,,,,2025-11-24T16:37:21.909Z
19274,68195373483,,,,,,,2025-11-24T16:37:21.909Z
19496,68821692367,,,,,,,2025-11-24T16:37:21.909Z
21318,74345775769,,,,,,,2025-11-24T16:37:21.909Z
23141,79834323565,,,,,,,2025-11-24T16:37:21.909Z
23465,80854533036,,,,,,,2025-11-24T16:37:21.909Z
23561,81101391235,,,,,,,2025-11-24T16:37:21.909Z
24031,82495652169,,,,,,,2025-11-24T16:37:21.909Z
24237,83135182769,,,,,,,2025-11-24T16:37:21.909Z
24680,84267354154,,,,,,,2025-11-24T16:37:21.909Z
27397,92404568202,,,,,,,2025-11-24T16:37:21.909Z
27579,92891643753,,,,,,,2025-11-24T16:37:21.909Z
27659,93143942644,,,,,,,2025-11-24T16:37:21.909Z
28091,94416816619,,,,,,,2025-11-24T16:37:21.909Z
29253,97696833799,,,,,,,2025-11-24T16:37:21.909Z
686,12107167698,,,,,,,2025-11-24T16:37:21.909Z
952,12915963658,,,,,,,2025-11-24T16:37:21.909Z
2054,16320691809,,,,,,,2025-11-24T16:37:21.909Z
4987,25435892707,,,,,,,2025-11-24T16:37:21.909Z
5837,27893922870,,,,,,,2025-11-24T16:37:21.909Z
