id_chamado,fk_tempo_abertura,fk_cliente,fk_motivo,fk_canal,fk_atendente,hora_inicio_atendimento,hora_finalizacao_atendimento,tempo_espera_seg,tempo_atendimento_seg,custo_atendimento,nota_atendimento,atendimento_resolvido
5395,2025040517,26510777540,6,CHATBOT,,2025-04-05T17:48:10.000Z,2025-04-05T17:50:02.000Z,0,112,0.01938495,5,Não
5399,2025032506,26533179635,11,CHATBOT,,2025-03-25T06:10:20.000Z,2025-03-25T06:11:54.000Z,0,94,0.00748437,3,Não
5400,2025031009,26549448727,7,CHATBOT,,2025-03-10T09:21:12.000Z,2025-03-10T09:22:42.000Z,0,90,0.00612669,2,Sim
5402,2025021203,26550996724,10,URA,,2025-02-12T03:17:31.000Z,2025-02-12T03:25:22.000Z,0,471,0.03121403,4,Não
5403,2025061714,26551638936,9,URA,,2025-06-17T14:47:09.000Z,2025-06-17T14:53:18.000Z,0,369,0.04154191,3,Sim
5404,2025052611,26560261436,10,CHATBOT,,2025-05-26T11:46:46.000Z,2025-05-26T11:47:51.000Z,0,65,0.00488591,2,Não
5406,2025041707,26561851587,6,URA,,2025-04-17T07:52:03.000Z,2025-04-17T08:04:28.000Z,0,745,0.12450765,3,Não
5408,2025062812,26562607583,5,CHATBOT,,2025-06-28T12:11:33.000Z,2025-06-28T12:12:34.000Z,0,61,0.00496059,2,Não
5409,2025042412,26567912948,11,URA,,2025-04-24T12:18:15.000Z,2025-04-24T12:20:51.000Z,0,156,0.02133210,3,Não
5410,2025062423,26583926034,7,CHATBOT,,2025-06-24T23:36:34.000Z,2025-06-24T23:38:47.000Z,0,133,0.01348194,3,Não
5411,2025040219,26585786742,3,CHATBOT,,2025-04-02T19:09:43.000Z,2025-04-02T19:11:00.000Z,0,77,0.01471912,3,Não
5416,2025060217,26587746300,7,URA,,2025-06-02T17:02:41.000Z,2025-06-02T17:16:18.000Z,0,817,0.00291273,3,Sim
5417,2025021614,26594433446,3,CHATBOT,,2025-02-16T14:57:50.000Z,2025-02-16T14:59:55.000Z,0,125,0.02134548,4,Sim
5363,2025021904,26375608013,6,ATENDIMENTO ESPECIALIZADO,3,2025-02-19T04:59:33.000Z,2025-02-19T05:54:24.000Z,976,3291,0.59143183,3,Sim
5375,2025050815,26445249079,12,ATENDIMENTO ESPECIALIZADO,3,2025-05-08T15:33:19.000Z,2025-05-08T15:52:07.000Z,1070,1128,0.62577071,3,Não
5376,2025022620,26445249079,12,ATENDIMENTO ESPECIALIZADO,3,2025-02-26T20:52:55.000Z,2025-02-26T21:51:37.000Z,371,3522,3.92139624,3,Sim
5377,2025061205,26445249079,12,ATENDIMENTO ESPECIALIZADO,3,2025-06-12T05:36:16.000Z,2025-06-12T06:19:10.000Z,352,2574,3.00239486,4,Sim
5378,2025030714,26445249079,12,ATENDIMENTO ESPECIALIZADO,3,2025-03-07T15:06:08.000Z,2025-03-07T15:44:59.000Z,400,2331,1.76590298,3,Sim
5379,2025052704,26445249079,12,ATENDIMENTO ESPECIALIZADO,3,2025-05-27T04:30:08.000Z,2025-05-27T04:57:23.000Z,807,1635,0.64967465,2,Sim
5397,2025030400,26510777540,6,ATENDIMENTO ESPECIALIZADO,3,2025-03-04T00:47:52.000Z,2025-03-04T01:17:13.000Z,531,1761,1.69212700,3,Sim
5413,2025040102,26585786742,3,ATENDIMENTO ESPECIALIZADO,3,2025-04-01T02:50:36.000Z,2025-04-01T03:42:40.000Z,749,3124,2.25855486,4,Não
5414,2025012313,26585786742,3,ATENDIMENTO ESPECIALIZADO,3,2025-01-23T13:20:52.000Z,2025-01-23T14:38:48.000Z,532,4676,2.59461696,4,Não
5415,2025060714,26585786742,3,ATENDIMENTO ESPECIALIZADO,3,2025-06-07T14:16:59.000Z,2025-06-07T14:56:51.000Z,851,2392,2.05007780,5,Sim
5362,2025051013,26375608013,6,ATENDIMENTO INICIAL,7,2025-05-10T13:50:58.000Z,2025-05-10T14:06:25.000Z,548,927,0.70953724,3,Não
5360,2025060504,26369143477,6,ATENDIMENTO ESPECIALIZADO,3,2025-06-05T04:35:54.000Z,2025-06-05T05:31:45.000Z,319,3351,3.48435129,3,Sim
5373,2025051407,26445249079,12,ATENDIMENTO INICIAL,7,2025-05-14T07:47:45.000Z,2025-05-14T08:07:21.000Z,108,1176,0.19976397,3,Não
5385,2025050616,26464265729,5,ATENDIMENTO INICIAL,7,2025-05-06T16:31:43.000Z,2025-05-06T16:59:57.000Z,583,1694,0.49663956,2,Sim
5388,2025012722,26495381879,9,ATENDIMENTO INICIAL,7,2025-01-27T23:01:49.000Z,2025-01-27T23:17:43.000Z,550,954,0.08528796,3,Não
5396,2025060121,26510777540,6,ATENDIMENTO INICIAL,7,2025-06-01T21:43:47.000Z,2025-06-01T21:59:16.000Z,61,929,0.53182213,4,Não
5405,2025041922,26560261436,10,ATENDIMENTO INICIAL,7,2025-04-19T22:23:43.000Z,2025-04-19T22:51:05.000Z,510,1642,0.73798517,3,Não
5407,2025010608,26561851587,6,ATENDIMENTO INICIAL,7,2025-01-06T08:33:26.000Z,2025-01-06T08:59:52.000Z,472,1586,0.41485210,4,Não
5412,2025042408,26585786742,3,ATENDIMENTO INICIAL,7,2025-04-24T08:18:03.000Z,2025-04-24T09:06:30.000Z,337,2907,0.50956312,3,Não
5359,2025042116,26369143477,6,ATENDIMENTO INICIAL,7,2025-04-21T16:58:28.000Z,2025-04-21T17:17:04.000Z,573,1116,0.19331658,2,Não
11820,2025041402,45819774812,6,URA,,2025-04-14T02:30:43.000Z,2025-04-14T02:34:52.000Z,0,249,0.02744154,2,Não
11821,2025022222,45825056524,4,URA,,2025-02-22T22:53:12.000Z,2025-02-22T23:01:31.000Z,0,499,0.02340719,3,Não
11824,2025030217,45833921592,11,URA,,2025-03-02T17:18:18.000Z,2025-03-02T17:24:38.000Z,0,380,0.05763684,2,Não
11825,2025060814,45840451333,7,URA,,2025-06-08T14:21:35.000Z,2025-06-08T14:33:54.000Z,0,739,0.00039821,3,Não
11833,2025031522,45864402489,11,URA,,2025-03-15T22:25:37.000Z,2025-03-15T22:34:45.000Z,0,548,0.06542955,3,Não
11834,2025050510,45882318230,9,URA,,2025-05-05T10:59:18.000Z,2025-05-05T11:05:13.000Z,0,355,0.06151329,2,Sim
11835,2025021810,45884705444,12,URA,,2025-02-18T10:22:37.000Z,2025-02-18T10:29:42.000Z,0,425,0.00151014,3,Sim
11838,2025041714,45888714135,10,URA,,2025-04-17T14:40:11.000Z,2025-04-17T14:45:19.000Z,0,308,0.03790032,3,Não
11844,2025060909,45898274886,13,URA,,2025-06-09T09:57:40.000Z,2025-06-09T10:01:05.000Z,0,205,0.00198464,2,Não
11852,2025061301,45920846736,5,URA,,2025-06-13T01:01:58.000Z,2025-06-13T01:05:32.000Z,0,214,0.01692942,3,Sim
11854,2025062501,45925366329,9,URA,,2025-06-25T01:35:41.000Z,2025-06-25T01:41:32.000Z,0,351,0.05331037,3,Não
11857,2025041417,45944102184,6,URA,,2025-04-14T17:32:34.000Z,2025-04-14T17:46:38.000Z,0,844,0.12536995,3,Não
11867,2025051401,46011380319,6,URA,,2025-05-14T01:12:52.000Z,2025-05-14T01:17:31.000Z,0,279,0.04968989,3,Não
5418,2025012214,26605855827,4,CHATBOT,,2025-01-22T14:47:01.000Z,2025-01-22T14:48:00.000Z,0,59,0.00610895,2,Não
5421,2025062308,26612183346,11,CHATBOT,,2025-06-23T08:44:17.000Z,2025-06-23T08:45:46.000Z,0,89,0.00656386,4,Sim
5422,2025033123,26614482132,10,URA,,2025-03-31T23:02:04.000Z,2025-03-31T23:11:13.000Z,0,549,0.04049109,4,Sim
5423,2025060615,26615193874,5,CHATBOT,,2025-06-06T15:14:01.000Z,2025-06-06T15:15:53.000Z,0,112,0.01148309,5,Não
5424,2025011108,26615296730,10,CHATBOT,,2025-01-11T08:28:25.000Z,2025-01-11T08:29:23.000Z,0,58,0.00664026,3,Não
5425,2025031521,26616167511,6,CHATBOT,,2025-03-15T21:37:36.000Z,2025-03-15T21:39:52.000Z,0,136,0.01289903,2,Sim
5426,2025052817,26632193523,3,CHATBOT,,2025-05-28T17:11:14.000Z,2025-05-28T17:14:47.000Z,0,213,0.01801669,4,Sim
5432,2025052923,26641936078,11,URA,,2025-05-29T23:40:50.000Z,2025-05-29T23:45:00.000Z,0,250,0.01255505,3,Sim
5434,2025033023,26643439791,3,CHATBOT,,2025-03-30T23:49:06.000Z,2025-03-30T23:50:42.000Z,0,96,0.01598667,3,Sim
5440,2025060123,26650660076,11,URA,,2025-06-01T23:34:31.000Z,2025-06-01T23:42:43.000Z,0,492,0.00210036,4,Sim
5442,2025040122,26657630318,9,CHATBOT,,2025-04-01T22:59:08.000Z,2025-04-01T23:01:33.000Z,0,145,0.01813847,4,Sim
5443,2025031504,26661719574,12,URA,,2025-03-15T04:18:14.000Z,2025-03-15T04:30:03.000Z,0,709,0.05227787,3,Não
5444,2025011310,26665128871,9,URA,,2025-01-13T10:15:07.000Z,2025-01-13T10:29:43.000Z,0,876,0.17238863,2,Não
5446,2025042801,26674189027,11,CHATBOT,,2025-04-28T01:47:16.000Z,2025-04-28T01:47:55.000Z,0,39,0.00444845,4,Não
5453,2025031821,26685787119,11,CHATBOT,,2025-03-18T21:07:00.000Z,2025-03-18T21:08:00.000Z,0,60,0.00425223,3,Não
5454,2025050504,26694132965,6,CHATBOT,,2025-05-05T04:42:58.000Z,2025-05-05T04:44:39.000Z,0,101,0.00810534,3,Sim
11894,2025011513,46082832988,7,URA,,2025-01-15T13:55:45.000Z,2025-01-15T14:15:07.000Z,0,1162,0.18855540,2,Sim
11876,2025022222,46015043931,11,URA,,2025-02-22T22:00:49.000Z,2025-02-22T22:04:26.000Z,0,217,0.00077221,,Não
11877,2025021120,46029617406,3,URA,,2025-02-11T20:27:18.000Z,2025-02-11T20:46:55.000Z,0,1177,0.07040636,,Sim
11878,2025061307,46037998002,3,URA,,2025-06-13T07:56:43.000Z,2025-06-13T08:15:13.000Z,0,1110,0.07485363,2,Sim
11882,2025010408,46046943976,5,URA,,2025-01-04T08:20:46.000Z,2025-01-04T08:26:15.000Z,0,329,0.06032468,4,Não
11883,2025012716,46048484398,3,URA,,2025-01-27T16:38:10.000Z,2025-01-27T16:45:27.000Z,0,437,0.00308680,2,Sim
11888,2025050111,46066703042,9,URA,,2025-05-01T11:08:47.000Z,2025-05-01T11:15:03.000Z,0,376,0.04698524,5,Sim
11890,2025040122,46071296732,5,URA,,2025-04-01T22:52:13.000Z,2025-04-01T22:59:58.000Z,0,465,0.08049034,3,Sim
11892,2025030304,46081956559,6,URA,,2025-03-03T04:45:13.000Z,2025-03-03T04:59:25.000Z,0,852,0.10421489,2,Sim
11904,2025031823,46107663389,11,URA,,2025-03-18T23:31:46.000Z,2025-03-18T23:36:28.000Z,0,282,0.05097842,4,Sim
11905,2025053022,46108766626,10,URA,,2025-05-30T22:58:00.000Z,2025-05-30T23:07:33.000Z,0,573,0.07058013,3,Não
11906,2025020414,46109547556,10,URA,,2025-02-04T14:21:37.000Z,2025-02-04T14:28:34.000Z,0,417,0.01736240,2,Não
11908,2025030216,46123558077,5,URA,,2025-03-02T16:12:20.000Z,2025-03-02T16:17:30.000Z,0,310,0.02175820,2,Não
11909,2025043015,46138184965,10,URA,,2025-04-30T15:50:29.000Z,2025-04-30T15:56:35.000Z,0,366,0.00345585,3,Sim
11910,2025020510,46139823467,9,URA,,2025-02-05T10:56:53.000Z,2025-02-05T11:02:20.000Z,0,327,0.03722448,4,Sim
11911,2025030222,46149483166,11,URA,,2025-03-02T22:38:35.000Z,2025-03-02T22:42:58.000Z,0,263,0.00166021,5,Não
5450,2025021503,26682921090,7,ATENDIMENTO ESPECIALIZADO,3,2025-02-15T03:54:40.000Z,2025-02-15T04:54:20.000Z,396,3580,0.75811322,2,Sim
5451,2025011103,26682921090,7,ATENDIMENTO ESPECIALIZADO,3,2025-01-11T03:43:14.000Z,2025-01-11T04:08:26.000Z,534,1512,0.65994592,2,Sim
5452,2025052918,26682921090,7,ATENDIMENTO ESPECIALIZADO,3,2025-05-29T18:43:55.000Z,2025-05-29T19:18:51.000Z,435,2096,0.75082193,4,Sim
5457,2025021307,26695619246,7,ATENDIMENTO ESPECIALIZADO,3,2025-02-13T07:43:40.000Z,2025-02-13T08:38:56.000Z,307,3316,3.03906046,2,Sim
5420,2025060821,26605855827,4,ATENDIMENTO INICIAL,7,2025-06-08T22:07:12.000Z,2025-06-08T22:25:43.000Z,504,1111,0.43193343,2,Não
5449,2025031603,26682921090,7,ATENDIMENTO ESPECIALIZADO,3,2025-03-16T04:03:29.000Z,2025-03-16T04:41:17.000Z,441,2268,0.43451787,3,Não
5430,2025012907,26641109477,4,ATENDIMENTO INICIAL,7,2025-01-29T07:08:01.000Z,2025-01-29T07:25:13.000Z,101,1032,0.41783526,3,Não
5431,2025043003,26641109477,4,ATENDIMENTO INICIAL,7,2025-04-30T03:29:43.000Z,2025-04-30T03:51:19.000Z,240,1296,0.87580804,3,Não
5436,2025032711,26644127157,9,ATENDIMENTO INICIAL,7,2025-03-27T11:59:23.000Z,2025-03-27T12:39:14.000Z,532,2391,1.52373376,2,Não
5438,2025053112,26646817943,7,ATENDIMENTO INICIAL,7,2025-05-31T12:08:35.000Z,2025-05-31T12:49:47.000Z,190,2472,1.01065413,4,Sim
5448,2025060816,26682921090,7,ATENDIMENTO INICIAL,7,2025-06-08T16:57:30.000Z,2025-06-08T17:40:15.000Z,82,2565,1.77387700,3,Não
5456,2025020415,26695619246,7,ATENDIMENTO INICIAL,7,2025-02-04T15:26:50.000Z,2025-02-04T16:06:05.000Z,37,2355,0.88275363,3,Não
5419,2025032813,26605855827,4,ATENDIMENTO INICIAL,7,2025-03-28T13:45:39.000Z,2025-03-28T14:21:23.000Z,468,2144,1.45923645,3,Não
11916,2025021316,46165197101,11,URA,,2025-02-13T16:29:32.000Z,2025-02-13T16:33:24.000Z,0,232,0.02031033,3,Não
11917,2025022100,46168804566,10,URA,,2025-02-21T00:59:22.000Z,2025-02-21T01:07:43.000Z,0,501,0.05780212,3,Não
11918,2025022620,46181444405,7,URA,,2025-02-26T20:15:22.000Z,2025-02-26T20:33:21.000Z,0,1079,0.04206116,2,Não
11922,2025041509,46189310454,6,URA,,2025-04-15T09:34:47.000Z,2025-04-15T09:43:17.000Z,0,510,0.03825973,3,Não
11924,2025031119,46195938784,5,URA,,2025-03-11T19:25:42.000Z,2025-03-11T19:34:37.000Z,0,535,0.02739382,3,Não
11925,2025043003,46196826426,11,URA,,2025-04-30T03:02:55.000Z,2025-04-30T03:10:12.000Z,0,437,0.00599875,2,Sim
11926,2025042404,46197025060,7,URA,,2025-04-24T04:35:08.000Z,2025-04-24T04:44:11.000Z,0,543,0.01046752,4,Não
5461,2025040713,26696735830,5,URA,,2025-04-07T13:17:33.000Z,2025-04-07T13:23:16.000Z,0,343,0.06701589,2,Não
5464,2025030902,26707346167,3,CHATBOT,,2025-03-09T02:57:17.000Z,2025-03-09T03:00:47.000Z,0,210,0.01744727,4,Sim
5465,2025051515,26708813849,11,CHATBOT,,2025-05-15T15:00:40.000Z,2025-05-15T15:01:28.000Z,0,48,0.00786252,3,Não
5469,2025050318,26744151187,5,URA,,2025-05-03T18:44:18.000Z,2025-05-03T18:51:58.000Z,0,460,0.08610350,3,Não
5471,2025011601,26745387658,7,URA,,2025-01-16T01:12:25.000Z,2025-01-16T01:32:22.000Z,0,1197,0.00377288,4,Não
5473,2025042603,26757718673,8,CHATBOT,,2025-04-26T03:02:03.000Z,2025-04-26T03:04:01.000Z,0,118,0.01949069,3,Não
5479,2025052023,26760752506,7,URA,,2025-05-20T23:46:48.000Z,2025-05-20T23:54:38.000Z,0,470,0.08502125,3,Não
11987,2025030220,46404015239,7,URA,,2025-03-02T20:07:16.000Z,2025-03-02T20:15:48.000Z,0,512,0.03405228,2,Não
11934,2025010123,46220457369,5,URA,,2025-01-01T23:06:08.000Z,2025-01-01T23:14:06.000Z,0,478,0.01091770,4,Sim
11935,2025010607,46232107113,7,URA,,2025-01-06T07:33:40.000Z,2025-01-06T07:51:14.000Z,0,1054,0.03804097,3,Não
11940,2025043008,46253684907,11,URA,,2025-04-30T08:19:21.000Z,2025-04-30T08:22:52.000Z,0,211,0.02408739,3,Sim
11949,2025032621,46267463625,11,URA,,2025-03-26T21:26:28.000Z,2025-03-26T21:30:18.000Z,0,230,0.02265571,3,Não
11952,2025052616,46273367643,6,URA,,2025-05-26T16:16:29.000Z,2025-05-26T16:20:26.000Z,0,237,0.01987824,3,Não
11954,2025031807,46291015262,9,URA,,2025-03-18T07:54:20.000Z,2025-03-18T08:09:03.000Z,0,883,0.02956930,3,Não
11958,2025051808,46321510780,12,URA,,2025-05-18T08:37:31.000Z,2025-05-18T08:46:24.000Z,0,533,0.00011068,2,Sim
11964,2025020312,46333171352,13,URA,,2025-02-03T12:22:37.000Z,2025-02-03T12:28:32.000Z,0,355,0.04636137,4,Sim
11974,2025042323,46346638147,6,URA,,2025-04-23T23:43:07.000Z,2025-04-23T23:54:19.000Z,0,672,0.08398764,3,Sim
11977,2025062120,46369071987,5,URA,,2025-06-21T20:23:18.000Z,2025-06-21T20:26:29.000Z,0,191,0.01376290,3,Não
11980,2025010417,46375976968,11,URA,,2025-01-04T17:21:17.000Z,2025-01-04T17:25:36.000Z,0,259,0.02355066,4,Não
11992,2025051922,46422853817,7,URA,,2025-05-19T22:28:24.000Z,2025-05-19T22:44:32.000Z,0,968,0.18908050,2,Não
11998,2025052602,46423383799,6,URA,,2025-05-26T02:04:28.000Z,2025-05-26T02:18:09.000Z,0,821,0.03684835,4,Sim
5490,2025030117,26773114474,5,URA,,2025-03-01T17:26:45.000Z,2025-03-01T17:32:35.000Z,0,350,0.03095571,3,Não
5497,2025050308,26783031177,9,CHATBOT,,2025-05-03T08:05:04.000Z,2025-05-03T08:06:27.000Z,0,83,0.01164563,2,Sim
5498,2025050500,26788050871,10,CHATBOT,,2025-05-05T00:57:15.000Z,2025-05-05T00:58:28.000Z,0,73,0.00880093,4,Sim
5502,2025022110,26797510025,11,CHATBOT,,2025-02-21T10:59:18.000Z,2025-02-21T11:00:04.000Z,0,46,0.00497340,2,Não
5503,2025040608,26811614624,9,CHATBOT,,2025-04-06T08:20:26.000Z,2025-04-06T08:23:27.000Z,0,181,0.02442650,3,Não
5507,2025060308,26832579124,3,URA,,2025-06-03T08:02:17.000Z,2025-06-03T08:19:51.000Z,0,1054,0.14827448,4,Não
5508,2025021502,26837216351,9,CHATBOT,,2025-02-15T02:00:07.000Z,2025-02-15T02:04:01.000Z,0,234,0.04570319,3,Sim
5509,2025042716,26856042196,13,URA,,2025-04-27T16:44:37.000Z,2025-04-27T16:49:32.000Z,0,295,0.05756994,3,Não
5459,2025013100,26695619246,7,ATENDIMENTO ESPECIALIZADO,3,2025-01-31T00:43:08.000Z,2025-01-31T01:17:48.000Z,507,2080,0.49253293,3,Sim
5460,2025061113,26695619246,7,ATENDIMENTO ESPECIALIZADO,3,2025-06-11T13:43:14.000Z,2025-06-11T14:44:22.000Z,834,3668,1.99538370,4,Sim
5481,2025052505,26760752506,7,ATENDIMENTO ESPECIALIZADO,3,2025-05-25T05:33:26.000Z,2025-05-25T06:00:46.000Z,440,1640,0.78724159,2,Não
5482,2025052622,26760752506,7,ATENDIMENTO ESPECIALIZADO,3,2025-05-26T22:40:32.000Z,2025-05-26T23:56:00.000Z,1146,4528,4.88473535,3,Sim
5483,2025052018,26760752506,7,ATENDIMENTO ESPECIALIZADO,3,2025-05-20T19:17:20.000Z,2025-05-20T20:36:24.000Z,1107,4744,1.61147235,,Sim
5484,2025050522,26760752506,7,ATENDIMENTO ESPECIALIZADO,3,2025-05-05T22:49:06.000Z,2025-05-05T23:31:26.000Z,930,2540,2.77842280,,Sim
5493,2025011605,26773841711,3,ATENDIMENTO ESPECIALIZADO,3,2025-01-16T05:47:19.000Z,2025-01-16T06:21:15.000Z,414,2036,0.60983565,3,Sim
5494,2025010616,26773841711,3,ATENDIMENTO ESPECIALIZADO,3,2025-01-06T16:09:51.000Z,2025-01-06T16:39:51.000Z,415,1800,1.41651181,3,Sim
5474,2025060318,26757718673,8,ATENDIMENTO INICIAL,7,2025-06-03T18:23:32.000Z,2025-06-03T18:37:07.000Z,19,815,0.36521967,3,Não
5458,2025062704,26695619246,7,ATENDIMENTO ESPECIALIZADO,3,2025-06-27T05:06:53.000Z,2025-06-27T05:51:37.000Z,468,2684,1.74442566,3,Sim
5475,2025050603,26757718673,8,ATENDIMENTO INICIAL,7,2025-05-06T03:36:25.000Z,2025-05-06T04:00:03.000Z,456,1418,0.74439705,3,Não
5476,2025021603,26757718673,8,ATENDIMENTO INICIAL,7,2025-02-16T03:13:18.000Z,2025-02-16T03:22:42.000Z,44,564,0.30665003,2,Sim
5477,2025052009,26757718673,8,ATENDIMENTO INICIAL,7,2025-05-20T09:45:09.000Z,2025-05-20T10:15:03.000Z,428,1794,1.41983027,3,Sim
5478,2025011116,26757718673,8,ATENDIMENTO INICIAL,7,2025-01-11T16:30:02.000Z,2025-01-11T16:51:26.000Z,144,1284,0.54355897,2,Sim
5480,2025050317,26760752506,7,ATENDIMENTO INICIAL,7,2025-05-03T18:00:35.000Z,2025-05-03T18:46:44.000Z,464,2769,1.65531200,4,Não
5487,2025022122,26770612136,6,ATENDIMENTO INICIAL,7,2025-02-21T22:15:50.000Z,2025-02-21T22:36:14.000Z,170,1224,0.33343639,,Sim
5489,2025061405,26771353488,5,ATENDIMENTO INICIAL,7,2025-06-14T05:29:22.000Z,2025-06-14T05:42:33.000Z,78,791,0.49320830,,Não
5492,2025010812,26773841711,3,ATENDIMENTO INICIAL,7,2025-01-08T12:28:29.000Z,2025-01-08T12:56:14.000Z,213,1665,1.11004935,3,Não
5496,2025011400,26776994847,10,ATENDIMENTO INICIAL,7,2025-01-14T00:49:20.000Z,2025-01-14T01:08:09.000Z,333,1129,0.48519191,3,Não
5501,2025032216,26792746888,9,ATENDIMENTO INICIAL,7,2025-03-22T16:08:57.000Z,2025-03-22T16:24:36.000Z,27,939,0.02247755,3,Sim
5504,2025052902,26811614624,9,ATENDIMENTO INICIAL,7,2025-05-29T03:06:53.000Z,2025-05-29T03:49:53.000Z,499,2580,0.48997596,2,Sim
5510,2025021706,26856042196,13,ATENDIMENTO INICIAL,7,2025-02-17T07:01:12.000Z,2025-02-17T07:11:39.000Z,252,627,0.19055693,3,Não
5512,2025050800,26856042196,13,ATENDIMENTO INICIAL,7,2025-05-08T01:07:19.000Z,2025-05-08T01:15:14.000Z,562,475,0.23011186,2,Não
5513,2025013006,26856042196,13,ATENDIMENTO INICIAL,7,2025-01-30T06:41:20.000Z,2025-01-30T06:51:14.000Z,415,594,0.26795667,3,Sim
5514,2025010701,26856042196,13,ATENDIMENTO INICIAL,7,2025-01-07T01:23:57.000Z,2025-01-07T01:53:54.000Z,142,1797,1.36568359,4,Sim
5468,2025011513,26736766718,10,ATENDIMENTO INICIAL,7,2025-01-15T13:06:51.000Z,2025-01-15T13:31:39.000Z,318,1488,0.83053138,3,Não
5524,2025042106,26877544221,11,CHATBOT,,2025-04-21T06:31:51.000Z,2025-04-21T06:32:47.000Z,0,56,0.00725736,3,Sim
5527,2025013121,26883610200,11,CHATBOT,,2025-01-31T21:18:07.000Z,2025-01-31T21:19:34.000Z,0,87,0.00055711,4,Não
5529,2025061218,26895090713,5,URA,,2025-06-12T18:40:29.000Z,2025-06-12T18:44:12.000Z,0,223,0.03851848,4,Não
5530,2025031811,26898156617,7,URA,,2025-03-18T11:02:11.000Z,2025-03-18T11:16:41.000Z,0,870,0.15376531,2,Não
11999,2025032219,46429408905,6,URA,,2025-03-22T19:42:02.000Z,2025-03-22T19:50:11.000Z,0,489,0.02591590,5,Sim
12000,2025010800,46435290724,3,URA,,2025-01-08T00:56:09.000Z,2025-01-08T01:06:27.000Z,0,618,0.01336215,3,Não
12044,2025021708,46522225127,11,URA,,2025-02-17T08:53:02.000Z,2025-02-17T08:59:42.000Z,0,400,0.02901587,4,Não
12063,2025041906,46573002574,3,URA,,2025-04-19T06:32:16.000Z,2025-04-19T06:42:58.000Z,0,642,0.10445069,3,Não
12004,2025041503,46441289161,5,URA,,2025-04-15T03:36:03.000Z,2025-04-15T03:44:27.000Z,0,504,0.03005026,4,Não
12005,2025012206,46444464319,12,URA,,2025-01-22T06:10:52.000Z,2025-01-22T06:21:29.000Z,0,637,0.11229453,2,Não
12006,2025040410,46446320576,12,URA,,2025-04-04T10:43:38.000Z,2025-04-04T10:49:15.000Z,0,337,0.02581416,3,Não
12007,2025010223,46447433603,11,URA,,2025-01-02T23:54:53.000Z,2025-01-03T00:01:06.000Z,0,373,0.06786034,3,Não
12009,2025060603,46451337924,3,URA,,2025-06-06T03:58:06.000Z,2025-06-06T04:12:31.000Z,0,865,0.02986698,3,Não
12014,2025052905,46451523515,10,URA,,2025-05-29T05:30:52.000Z,2025-05-29T05:33:33.000Z,0,161,0.03020815,4,Não
12015,2025010122,46452690949,12,URA,,2025-01-01T22:06:44.000Z,2025-01-01T22:21:15.000Z,0,871,0.15700504,3,Sim
12016,2025012803,46463929015,7,URA,,2025-01-28T03:45:28.000Z,2025-01-28T03:50:38.000Z,0,310,0.04311415,4,Não
12018,2025050411,46468429926,9,URA,,2025-05-04T11:29:40.000Z,2025-05-04T11:46:34.000Z,0,1014,0.15045810,3,Não
12025,2025021507,46476352160,11,URA,,2025-02-15T07:38:05.000Z,2025-02-15T07:41:48.000Z,0,223,0.00137676,,Não
12029,2025053020,46485162072,8,URA,,2025-05-30T20:26:53.000Z,2025-05-30T20:31:45.000Z,0,292,0.03322670,3,Não
12036,2025021610,46492201509,6,URA,,2025-02-16T10:06:15.000Z,2025-02-16T10:12:56.000Z,0,401,0.04686360,2,Não
12039,2025021001,46506761697,6,URA,,2025-02-10T01:48:37.000Z,2025-02-10T01:55:30.000Z,0,413,0.04059969,3,Não
12053,2025041104,46547123186,11,URA,,2025-04-11T04:31:29.000Z,2025-04-11T04:37:47.000Z,0,378,0.01354865,2,Não
12056,2025042711,46553476370,5,URA,,2025-04-27T11:55:43.000Z,2025-04-27T12:05:38.000Z,0,595,0.00337869,2,Sim
12057,2025050213,46560878815,11,URA,,2025-05-02T13:23:24.000Z,2025-05-02T13:31:27.000Z,0,483,0.04402628,3,Não
12059,2025050101,46562962969,7,URA,,2025-05-01T01:10:50.000Z,2025-05-01T01:23:18.000Z,0,748,0.08248172,3,Sim
12060,2025012712,46567549181,11,URA,,2025-01-27T12:33:20.000Z,2025-01-27T12:36:13.000Z,0,173,0.01518915,4,Não
12062,2025041315,46572371045,11,URA,,2025-04-13T15:30:42.000Z,2025-04-13T15:37:21.000Z,0,399,0.01531486,4,Sim
5536,2025030307,26901707304,7,CHATBOT,,2025-03-03T07:26:51.000Z,2025-03-03T07:30:20.000Z,0,209,0.01401047,4,Não
5538,2025053012,26908448838,7,CHATBOT,,2025-05-30T12:25:45.000Z,2025-05-30T12:26:50.000Z,0,65,0.00535949,3,Não
5539,2025061313,26914662540,11,URA,,2025-06-13T13:03:06.000Z,2025-06-13T13:07:04.000Z,0,238,0.02539416,2,Não
5542,2025050318,26920154155,3,CHATBOT,,2025-05-03T18:48:35.000Z,2025-05-03T18:51:49.000Z,0,194,0.02254506,3,Não
28447,2025010816,95387000532,11,URA,,2025-01-08T16:00:03.000Z,2025-01-08T16:08:42.000Z,0,519,0.07921134,,Sim
5543,2025022115,26921002416,9,CHATBOT,,2025-02-21T15:59:11.000Z,2025-02-21T16:00:31.000Z,0,80,0.01480781,3,Não
5546,2025030309,26927978443,11,URA,,2025-03-03T09:27:46.000Z,2025-03-03T09:35:06.000Z,0,440,0.03851138,3,Não
