data,ano,mes,dia,dia_semana_num,nome_dia_semana,nome_mes,fim_de_semana,trimestre,semestre,hora_do_dia,turno,sk_tempo
2026-10-19,2026,10,19,2,Segunda-feira,Outubro,Não,4,2,8,Manhã,2026101908
2026-10-20,2026,10,20,3,Terça-feira,Outubro,Não,4,2,6,Manhã,2026102006
2026-10-21,2026,10,21,4,Quarta-feira,Outubro,Não,4,2,7,Manhã,2026102107
2026-10-22,2026,10,22,5,Quinta-feira,Outubro,Não,4,2,8,Manhã,2026102208
2026-10-23,2026,10,23,6,Sexta-feira,Outubro,Não,4,2,6,Manhã,2026102306
2026-10-24,2026,10,24,7,Sábado,Outubro,Sim,4,2,7,Manhã,2026102407
2026-10-25,2026,10,25,1,Domingo,Outubro,Sim,4,2,8,Manhã,2026102508
2026-10-26,2026,10,26,2,Segunda-feira,Outubro,Não,4,2,6,Manhã,2026102606
2026-10-27,2026,10,27,3,Terça-feira,Outubro,Não,4,2,7,Manhã,2026102707
2026-10-28,2026,10,28,4,Quarta-feira,Outubro,Não,4,2,8,Manhã,2026102808
2026-10-29,2026,10,29,5,Quinta-feira,Outubro,Não,4,2,6,Manhã,2026102906
2026-10-30,2026,10,30,6,Sexta-feira,Outubro,Não,4,2,7,Manhã,2026103007
2026-10-31,2026,10,31,7,Sábado,Outubro,Sim,4,2,8,Manhã,2026103108
2026-11-01,2026,11,1,1,Domingo,Novembro,Sim,4,2,6,Manhã,2026110106
2026-11-02,2026,11,2,2,Segunda-feira,Novembro,Não,4,2,7,Manhã,2026110207
2026-11-03,2026,11,3,3,Terça-feira,Novembro,Não,4,2,8,Manhã,2026110308
2026-11-04,2026,11,4,4,Quarta-feira,Novembro,Não,4,2,6,Manhã,2026110406
2026-11-05,2026,11,5,5,Quinta-feira,Novembro,Não,4,2,7,Manhã,2026110507
2026-11-06,2026,11,6,6,Sexta-feira,Novembro,Não,4,2,8,Manhã,2026110608
2026-11-07,2026,11,7,7,Sábado,Novembro,Sim,4,2,6,Manhã,2026110706
2026-11-08,2026,11,8,1,Domingo,Novembro,Sim,4,2,7,Manhã,2026110807
2026-11-09,2026,11,9,2,Segunda-feira,Novembro,Não,4,2,8,Manhã,2026110908
2026-11-10,2026,11,10,3,Terça-feira,Novembro,Não,4,2,6,Manhã,2026111006
2026-11-11,2026,11,11,4,Quarta-feira,Novembro,Não,4,2,7,Manhã,2026111107
2026-11-12,2026,11,12,5,Quinta-feira,Novembro,Não,4,2,8,Manhã,2026111208
2026-11-13,2026,11,13,6,Sexta-feira,Novembro,Não,4,2,6,Manhã,2026111306
2026-11-14,2026,11,14,7,Sábado,Novembro,Sim,4,2,7,Manhã,2026111407
2026-11-15,2026,11,15,1,Domingo,Novembro,Sim,4,2,8,Manhã,2026111508
2026-11-16,2026,11,16,2,Segunda-feira,Novembro,Não,4,2,6,Manhã,2026111606
2026-11-17,2026,11,17,3,Terça-feira,Novembro,Não,4,2,7,Manhã,2026111707
2026-11-18,2026,11,18,4,Quarta-feira,Novembro,Não,4,2,8,Manhã,2026111808
2026-11-19,2026,11,19,5,Quinta-feira,Novembro,Não,4,2,6,Manhã,2026111906
2026-11-20,2026,11,20,6,Sexta-feira,Novembro,Não,4,2,7,Manhã,2026112007
2026-11-21,2026,11,21,7,Sábado,Novembro,Sim,4,2,8,Manhã,2026112108
2026-11-22,2026,11,22,1,Domingo,Novembro,Sim,4,2,6,Manhã,2026112206
2026-11-23,2026,11,23,2,Segunda-feira,Novembro,Não,4,2,7,Manhã,2026112307
2026-11-24,2026,11,24,3,Terça-feira,Novembro,Não,4,2,8,Manhã,2026112408
2026-11-25,2026,11,25,4,Quarta-feira,Novembro,Não,4,2,6,Manhã,2026112506
2026-11-26,2026,11,26,5,Quinta-feira,Novembro,Não,4,2,7,Manhã,2026112607
2026-11-27,2026,11,27,6,Sexta-feira,Novembro,Não,4,2,8,Manhã,2026112708
2026-11-28,2026,11,28,7,Sábado,Novembro,Sim,4,2,6,Manhã,2026112806
2026-11-29,2026,11,29,1,Domingo,Novembro,Sim,4,2,7,Manhã,2026112907
2026-11-30,2026,11,30,2,Segunda-feira,Novembro,Não,4,2,8,Manhã,2026113008
2026-12-01,2026,12,1,3,Terça-feira,Dezembro,Não,4,2,6,Manhã,2026120106
2026-12-02,2026,12,2,4,Quarta-feira,Dezembro,Não,4,2,7,Manhã,2026120207
2026-12-03,2026,12,3,5,Quinta-feira,Dezembro,Não,4,2,8,Manhã,2026120308
2026-12-04,2026,12,4,6,Sexta-feira,Dezembro,Não,4,2,6,Manhã,2026120406
2026-12-05,2026,12,5,7,Sábado,Dezembro,Sim,4,2,7,Manhã,2026120507
2026-12-06,2026,12,6,1,Domingo,Dezembro,Sim,4,2,8,Manhã,2026120608
2026-12-07,2026,12,7,2,Segunda-feira,Dezembro,Não,4,2,6,Manhã,2026120706
2026-12-08,2026,12,8,3,Terça-feira,Dezembro,Não,4,2,7,Manhã,2026120807
2026-12-09,2026,12,9,4,Quarta-feira,Dezembro,Não,4,2,8,Manhã,2026120908
2026-12-10,2026,12,10,5,Quinta-feira,Dezembro,Não,4,2,6,Manhã,2026121006
2026-12-11,2026,12,11,6,Sexta-feira,Dezembro,Não,4,2,7,Manhã,2026121107
2026-12-12,2026,12,12,7,Sábado,Dezembro,Sim,4,2,8,Manhã,2026121208
2026-12-13,2026,12,13,1,Domingo,Dezembro,Sim,4,2,6,Manhã,2026121306
2026-12-14,2026,12,14,2,Segunda-feira,Dezembro,Não,4,2,7,Manhã,2026121407
2026-12-15,2026,12,15,3,Terça-feira,Dezembro,Não,4,2,8,Manhã,2026121508
2026-12-16,2026,12,16,4,Quarta-feira,Dezembro,Não,4,2,6,Manhã,2026121606
2026-12-17,2026,12,17,5,Quinta-feira,Dezembro,Não,4,2,7,Manhã,2026121707
2026-12-18,2026,12,18,6,Sexta-feira,Dezembro,Não,4,2,8,Manhã,2026121808
2026-12-19,2026,12,19,7,Sábado,Dezembro,Sim,4,2,6,Manhã,2026121906
2026-12-20,2026,12,20,1,Domingo,Dezembro,Sim,4,2,7,Manhã,2026122007
2026-12-21,2026,12,21,2,Segunda-feira,Dezembro,Não,4,2,8,Manhã,2026122108
2026-12-22,2026,12,22,3,Terça-feira,Dezembro,Não,4,2,6,Manhã,2026122206
2026-12-23,2026,12,23,4,Quarta-feira,Dezembro,Não,4,2,7,Manhã,2026122307
2026-12-24,2026,12,24,5,Quinta-feira,Dezembro,Não,4,2,8,Manhã,2026122408
2026-12-25,2026,12,25,6,Sexta-feira,Dezembro,Não,4,2,6,Manhã,2026122506
2026-12-26,2026,12,26,7,Sábado,Dezembro,Sim,4,2,7,Manhã,2026122607
2026-12-27,2026,12,27,1,Domingo,Dezembro,Sim,4,2,8,Manhã,2026122708
2026-12-28,2026,12,28,2,Segunda-feira,Dezembro,Não,4,2,6,Manhã,2026122806
2026-12-29,2026,12,29,3,Terça-feira,Dezembro,Não,4,2,7,Manhã,2026122907
2026-12-30,2026,12,30,4,Quarta-feira,Dezembro,Não,4,2,8,Manhã,2026123008
2026-12-31,2026,12,31,5,Quinta-feira,Dezembro,Não,4,2,6,Manhã,2026123106
2024-01-01,2024,1,1,2,Segunda-feira,Janeiro,Não,1,1,7,Manhã,2024010107
2024-01-02,2024,1,2,3,Terça-feira,Janeiro,Não,1,1,8,Manhã,2024010208
2024-01-03,2024,1,3,4,Quarta-feira,Janeiro,Não,1,1,6,Manhã,2024010306
2024-01-04,2024,1,4,5,Quinta-feira,Janeiro,Não,1,1,7,Manhã,2024010407
2024-01-05,2024,1,5,6,Sexta-feira,Janeiro,Não,1,1,8,Manhã,2024010508
2024-01-06,2024,1,6,7,Sábado,Janeiro,Sim,1,1,6,Manhã,2024010606
2024-01-07,2024,1,7,1,Domingo,Janeiro,Sim,1,1,7,Manhã,2024010707
2024-01-08,2024,1,8,2,Segunda-feira,Janeiro,Não,1,1,8,Manhã,2024010808
2024-01-09,2024,1,9,3,Terça-feira,Janeiro,Não,1,1,6,Manhã,2024010906
2024-01-10,2024,1,10,4,Quarta-feira,Janeiro,Não,1,1,7,Manhã,2024011007
2024-01-11,2024,1,11,5,Quinta-feira,Janeiro,Não,1,1,8,Manhã,2024011108
2024-01-12,2024,1,12,6,Sexta-feira,Janeiro,Não,1,1,6,Manhã,2024011206
2024-01-13,2024,1,13,7,Sábado,Janeiro,Sim,1,1,7,Manhã,2024011307
2024-01-14,2024,1,14,1,Domingo,Janeiro,Sim,1,1,8,Manhã,2024011408
2024-01-15,2024,1,15,2,Segunda-feira,Janeiro,Não,1,1,6,Manhã,2024011506
2024-01-16,2024,1,16,3,Terça-feira,Janeiro,Não,1,1,7,Manhã,2024011607
2024-01-17,2024,1,17,4,Quarta-feira,Janeiro,Não,1,1,8,Manhã,2024011708
2024-01-18,2024,1,18,5,Quinta-feira,Janeiro,Não,1,1,6,Manhã,2024011806
2024-01-19,2024,1,19,6,Sexta-feira,Janeiro,Não,1,1,7,Manhã,2024011907
2024-01-20,2024,1,20,7,Sábado,Janeiro,Sim,1,1,8,Manhã,2024012008
2024-01-21,2024,1,21,1,Domingo,Janeiro,Sim,1,1,6,Manhã,2024012106
2024-01-22,2024,1,22,2,Segunda-feira,Janeiro,Não,1,1,7,Manhã,2024012207
2024-01-23,2024,1,23,3,Terça-feira,Janeiro,Não,1,1,8,Manhã,2024012308
2024-01-24,2024,1,24,4,Quarta-feira,Janeiro,Não,1,1,6,Manhã,2024012406
2024-01-25,2024,1,25,5,Quinta-feira,Janeiro,Não,1,1,7,Manhã,2024012507
2024-01-26,2024,1,26,6,Sexta-feira,Janeiro,Não,1,1,8,Manhã,2024012608
2024-01-27,2024,1,27,7,Sábado,Janeiro,Sim,1,1,6,Manhã,2024012706
2024-01-28,2024,1,28,1,Domingo,Janeiro,Sim,1,1,7,Manhã,2024012807
2024-01-29,2024,1,29,2,Segunda-feira,Janeiro,Não,1,1,8,Manhã,2024012908
2024-01-30,2024,1,30,3,Terça-feira,Janeiro,Não,1,1,6,Manhã,2024013006
2024-01-31,2024,1,31,4,Quarta-feira,Janeiro,Não,1,1,7,Manhã,2024013107
2024-02-01,2024,2,1,5,Quinta-feira,Fevereiro,Não,1,1,8,Manhã,2024020108
2024-02-02,2024,2,2,6,Sexta-feira,Fevereiro,Não,1,1,6,Manhã,2024020206
2024-02-03,2024,2,3,7,Sábado,Fevereiro,Sim,1,1,7,Manhã,2024020307
2024-02-04,2024,2,4,1,Domingo,Fevereiro,Sim,1,1,8,Manhã,2024020408
2024-02-05,2024,2,5,2,Segunda-feira,Fevereiro,Não,1,1,6,Manhã,2024020506
2024-02-06,2024,2,6,3,Terça-feira,Fevereiro,Não,1,1,7,Manhã,2024020607
2024-02-07,2024,2,7,4,Quarta-feira,Fevereiro,Não,1,1,8,Manhã,2024020708
2024-02-08,2024,2,8,5,Quinta-feira,Fevereiro,Não,1,1,6,Manhã,2024020806
2024-02-09,2024,2,9,6,Sexta-feira,Fevereiro,Não,1,1,7,Manhã,2024020907
2024-02-10,2024,2,10,7,Sábado,Fevereiro,Sim,1,1,8,Manhã,2024021008
2024-02-11,2024,2,11,1,Domingo,Fevereiro,Sim,1,1,6,Manhã,2024021106
2024-02-12,2024,2,12,2,Segunda-feira,Fevereiro,Não,1,1,7,Manhã,2024021207
2024-02-13,2024,2,13,3,Terça-feira,Fevereiro,Não,1,1,8,Manhã,2024021308
2024-02-14,2024,2,14,4,Quarta-feira,Fevereiro,Não,1,1,6,Manhã,2024021406
2024-02-15,2024,2,15,5,Quinta-feira,Fevereiro,Não,1,1,7,Manhã,2024021507
2024-02-16,2024,2,16,6,Sexta-feira,Fevereiro,Não,1,1,8,Manhã,2024021608
2024-02-17,2024,2,17,7,Sábado,Fevereiro,Sim,1,1,6,Manhã,2024021706
2024-02-18,2024,2,18,1,Domingo,Fevereiro,Sim,1,1,7,Manhã,2024021807
2024-02-19,2024,2,19,2,Segunda-feira,Fevereiro,Não,1,1,8,Manhã,2024021908
2024-02-20,2024,2,20,3,Terça-feira,Fevereiro,Não,1,1,6,Manhã,2024022006
2024-02-21,2024,2,21,4,Quarta-feira,Fevereiro,Não,1,1,7,Manhã,2024022107
2024-02-22,2024,2,22,5,Quinta-feira,Fevereiro,Não,1,1,8,Manhã,2024022208
2024-02-23,2024,2,23,6,Sexta-feira,Fevereiro,Não,1,1,6,Manhã,2024022306
2024-02-24,2024,2,24,7,Sábado,Fevereiro,Sim,1,1,7,Manhã,2024022407
2024-02-25,2024,2,25,1,Domingo,Fevereiro,Sim,1,1,8,Manhã,2024022508
2024-02-26,2024,2,26,2,Segunda-feira,Fevereiro,Não,1,1,6,Manhã,2024022606
2024-02-27,2024,2,27,3,Terça-feira,Fevereiro,Não,1,1,7,Manhã,2024022707
2024-02-28,2024,2,28,4,Quarta-feira,Fevereiro,Não,1,1,8,Manhã,2024022808
2024-02-29,2024,2,29,5,Quinta-feira,Fevereiro,Não,1,1,6,Manhã,2024022906
2024-03-01,2024,3,1,6,Sexta-feira,Março,Não,1,1,7,Manhã,2024030107
2024-03-02,2024,3,2,7,Sábado,Março,Sim,1,1,8,Manhã,2024030208
2024-03-03,2024,3,3,1,Domingo,Março,Sim,1,1,6,Manhã,2024030306
2024-03-04,2024,3,4,2,Segunda-feira,Março,Não,1,1,7,Manhã,2024030407
2024-03-05,2024,3,5,3,Terça-feira,Março,Não,1,1,8,Manhã,2024030508
2024-03-06,2024,3,6,4,Quarta-feira,Março,Não,1,1,6,Manhã,2024030606
2024-03-07,2024,3,7,5,Quinta-feira,Março,Não,1,1,7,Manhã,2024030707
2024-03-08,2024,3,8,6,Sexta-feira,Março,Não,1,1,8,Manhã,2024030808
2024-03-09,2024,3,9,7,Sábado,Março,Sim,1,1,6,Manhã,2024030906
2024-03-10,2024,3,10,1,Domingo,Março,Sim,1,1,7,Manhã,2024031007
2024-03-11,2024,3,11,2,Segunda-feira,Março,Não,1,1,8,Manhã,2024031108
2024-03-12,2024,3,12,3,Terça-feira,Março,Não,1,1,6,Manhã,2024031206
2024-03-13,2024,3,13,4,Quarta-feira,Março,Não,1,1,7,Manhã,2024031307
2024-03-14,2024,3,14,5,Quinta-feira,Março,Não,1,1,8,Manhã,2024031408
2024-03-15,2024,3,15,6,Sexta-feira,Março,Não,1,1,6,Manhã,2024031506
2024-03-16,2024,3,16,7,Sábado,Março,Sim,1,1,7,Manhã,2024031607
2024-03-17,2024,3,17,1,Domingo,Março,Sim,1,1,8,Manhã,2024031708
2024-03-18,2024,3,18,2,Segunda-feira,Março,Não,1,1,6,Manhã,2024031806
2024-03-19,2024,3,19,3,Terça-feira,Março,Não,1,1,7,Manhã,2024031907
2024-03-20,2024,3,20,4,Quarta-feira,Março,Não,1,1,8,Manhã,2024032008
2024-03-21,2024,3,21,5,Quinta-feira,Março,Não,1,1,6,Manhã,2024032106
2024-03-22,2024,3,22,6,Sexta-feira,Março,Não,1,1,7,Manhã,2024032207
2024-03-23,2024,3,23,7,Sábado,Março,Sim,1,1,8,Manhã,2024032308
2024-03-24,2024,3,24,1,Domingo,Março,Sim,1,1,6,Manhã,2024032406
2024-03-25,2024,3,25,2,Segunda-feira,Março,Não,1,1,7,Manhã,2024032507
2024-03-26,2024,3,26,3,Terça-feira,Março,Não,1,1,8,Manhã,2024032608
2024-03-27,2024,3,27,4,Quarta-feira,Março,Não,1,1,6,Manhã,2024032706
2024-03-28,2024,3,28,5,Quinta-feira,Março,Não,1,1,7,Manhã,2024032807
2024-03-29,2024,3,29,6,Sexta-feira,Março,Não,1,1,8,Manhã,2024032908
2024-03-30,2024,3,30,7,Sábado,Março,Sim,1,1,6,Manhã,2024033006
2024-03-31,2024,3,31,1,Domingo,Março,Sim,1,1,7,Manhã,2024033107
2024-04-01,2024,4,1,2,Segunda-feira,Abril,Não,2,1,8,Manhã,2024040108
2024-04-02,2024,4,2,3,Terça-feira,Abril,Não,2,1,6,Manhã,2024040206
2024-04-03,2024,4,3,4,Quarta-feira,Abril,Não,2,1,7,Manhã,2024040307
2024-04-04,2024,4,4,5,Quinta-feira,Abril,Não,2,1,8,Manhã,2024040408
2024-04-05,2024,4,5,6,Sexta-feira,Abril,Não,2,1,6,Manhã,2024040506
2024-04-06,2024,4,6,7,Sábado,Abril,Sim,2,1,7,Manhã,2024040607
2024-04-07,2024,4,7,1,Domingo,Abril,Sim,2,1,8,Manhã,2024040708
2024-04-08,2024,4,8,2,Segunda-feira,Abril,Não,2,1,6,Manhã,2024040806
2024-04-09,2024,4,9,3,Terça-feira,Abril,Não,2,1,7,Manhã,2024040907
2024-04-10,2024,4,10,4,Quarta-feira,Abril,Não,2,1,8,Manhã,2024041008
2024-04-11,2024,4,11,5,Quinta-feira,Abril,Não,2,1,6,Manhã,2024041106
2024-04-12,2024,4,12,6,Sexta-feira,Abril,Não,2,1,7,Manhã,2024041207
2024-04-13,2024,4,13,7,Sábado,Abril,Sim,2,1,8,Manhã,2024041308
2024-04-14,2024,4,14,1,Domingo,Abril,Sim,2,1,6,Manhã,2024041406
2024-04-15,2024,4,15,2,Segunda-feira,Abril,Não,2,1,7,Manhã,2024041507
2024-04-16,2024,4,16,3,Terça-feira,Abril,Não,2,1,8,Manhã,2024041608
2024-04-17,2024,4,17,4,Quarta-feira,Abril,Não,2,1,6,Manhã,2024041706
2024-04-18,2024,4,18,5,Quinta-feira,Abril,Não,2,1,7,Manhã,2024041807
2024-04-19,2024,4,19,6,Sexta-feira,Abril,Não,2,1,8,Manhã,2024041908
2024-04-20,2024,4,20,7,Sábado,Abril,Sim,2,1,6,Manhã,2024042006
2024-04-21,2024,4,21,1,Domingo,Abril,Sim,2,1,7,Manhã,2024042107
2024-04-22,2024,4,22,2,Segunda-feira,Abril,Não,2,1,8,Manhã,2024042208
2024-04-23,2024,4,23,3,Terça-feira,Abril,Não,2,1,6,Manhã,2024042306
2024-04-24,2024,4,24,4,Quarta-feira,Abril,Não,2,1,7,Manhã,2024042407
2024-04-25,2024,4,25,5,Quinta-feira,Abril,Não,2,1,8,Manhã,2024042508
2024-04-26,2024,4,26,6,Sexta-feira,Abril,Não,2,1,6,Manhã,2024042606
2024-04-27,2024,4,27,7,Sábado,Abril,Sim,2,1,7,Manhã,2024042707
2024-04-28,2024,4,28,1,Domingo,Abril,Sim,2,1,8,Manhã,2024042808
2024-04-29,2024,4,29,2,Segunda-feira,Abril,Não,2,1,6,Manhã,2024042906
2024-04-30,2024,4,30,3,Terça-feira,Abril,Não,2,1,7,Manhã,2024043007
2024-05-01,2024,5,1,4,Quarta-feira,Maio,Não,2,1,8,Manhã,2024050108
2024-05-02,2024,5,2,5,Quinta-feira,Maio,Não,2,1,6,Manhã,2024050206
2024-05-03,2024,5,3,6,Sexta-feira,Maio,Não,2,1,7,Manhã,2024050307
2024-05-04,2024,5,4,7,Sábado,Maio,Sim,2,1,8,Manhã,2024050408
2024-05-05,2024,5,5,1,Domingo,Maio,Sim,2,1,6,Manhã,2024050506
2024-05-06,2024,5,6,2,Segunda-feira,Maio,Não,2,1,7,Manhã,2024050607
2024-05-07,2024,5,7,3,Terça-feira,Maio,Não,2,1,8,Manhã,2024050708
2024-05-08,2024,5,8,4,Quarta-feira,Maio,Não,2,1,6,Manhã,2024050806
2024-05-09,2024,5,9,5,Quinta-feira,Maio,Não,2,1,7,Manhã,2024050907
2024-05-10,2024,5,10,6,Sexta-feira,Maio,Não,2,1,8,Manhã,2024051008
2024-05-11,2024,5,11,7,Sábado,Maio,Sim,2,1,6,Manhã,2024051106
2024-05-12,2024,5,12,1,Domingo,Maio,Sim,2,1,7,Manhã,2024051207
2024-05-13,2024,5,13,2,Segunda-feira,Maio,Não,2,1,8,Manhã,2024051308
2024-05-14,2024,5,14,3,Terça-feira,Maio,Não,2,1,6,Manhã,2024051406
2024-05-15,2024,5,15,4,Quarta-feira,Maio,Não,2,1,7,Manhã,2024051507
2024-05-16,2024,5,16,5,Quinta-feira,Maio,Não,2,1,8,Manhã,2024051608
2024-05-17,2024,5,17,6,Sexta-feira,Maio,Não,2,1,6,Manhã,2024051706
2024-05-18,2024,5,18,7,Sábado,Maio,Sim,2,1,7,Manhã,2024051807
2024-05-19,2024,5,19,1,Domingo,Maio,Sim,2,1,8,Manhã,2024051908
2024-05-20,2024,5,20,2,Segunda-feira,Maio,Não,2,1,6,Manhã,2024052006
2024-05-21,2024,5,21,3,Terça-feira,Maio,Não,2,1,7,Manhã,2024052107
2024-05-22,2024,5,22,4,Quarta-feira,Maio,Não,2,1,8,Manhã,2024052208
2024-05-23,2024,5,23,5,Quinta-feira,Maio,Não,2,1,6,Manhã,2024052306
2024-05-24,2024,5,24,6,Sexta-feira,Maio,Não,2,1,7,Manhã,2024052407
2024-05-25,2024,5,25,7,Sábado,Maio,Sim,2,1,8,Manhã,2024052508
2024-05-26,2024,5,26,1,Domingo,Maio,Sim,2,1,6,Manhã,2024052606
2024-05-27,2024,5,27,2,Segunda-feira,Maio,Não,2,1,7,Manhã,2024052707
2024-05-28,2024,5,28,3,Terça-feira,Maio,Não,2,1,8,Manhã,2024052808
2024-05-29,2024,5,29,4,Quarta-feira,Maio,Não,2,1,6,Manhã,2024052906
2024-05-30,2024,5,30,5,Quinta-feira,Maio,Não,2,1,7,Manhã,2024053007
2024-05-31,2024,5,31,6,Sexta-feira,Maio,Não,2,1,8,Manhã,2024053108
2024-06-01,2024,6,1,7,Sábado,Junho,Sim,2,1,6,Manhã,2024060106
2024-06-02,2024,6,2,1,Domingo,Junho,Sim,2,1,7,Manhã,2024060207
2024-06-03,2024,6,3,2,Segunda-feira,Junho,Não,2,1,8,Manhã,2024060308
2024-06-04,2024,6,4,3,Terça-feira,Junho,Não,2,1,6,Manhã,2024060406
2024-06-05,2024,6,5,4,Quarta-feira,Junho,Não,2,1,7,Manhã,2024060507
2024-06-06,2024,6,6,5,Quinta-feira,Junho,Não,2,1,8,Manhã,2024060608
2024-06-07,2024,6,7,6,Sexta-feira,Junho,Não,2,1,6,Manhã,2024060706
2024-06-08,2024,6,8,7,Sábado,Junho,Sim,2,1,7,Manhã,2024060807
2024-06-09,2024,6,9,1,Domingo,Junho,Sim,2,1,8,Manhã,2024060908
2024-06-10,2024,6,10,2,Segunda-feira,Junho,Não,2,1,6,Manhã,2024061006
2024-06-11,2024,6,11,3,Terça-feira,Junho,Não,2,1,7,Manhã,2024061107
2024-06-12,2024,6,12,4,Quarta-feira,Junho,Não,2,1,8,Manhã,2024061208
2024-06-13,2024,6,13,5,Quinta-feira,Junho,Não,2,1,6,Manhã,2024061306
2024-06-14,2024,6,14,6,Sexta-feira,Junho,Não,2,1,7,Manhã,2024061407
2024-06-15,2024,6,15,7,Sábado,Junho,Sim,2,1,8,Manhã,2024061508
2024-06-16,2024,6,16,1,Domingo,Junho,Sim,2,1,6,Manhã,2024061606
2024-06-17,2024,6,17,2,Segunda-feira,Junho,Não,2,1,7,Manhã,2024061707
2024-06-18,2024,6,18,3,Terça-feira,Junho,Não,2,1,8,Manhã,2024061808
2024-06-19,2024,6,19,4,Quarta-feira,Junho,Não,2,1,6,Manhã,2024061906
2024-06-20,2024,6,20,5,Quinta-feira,Junho,Não,2,1,7,Manhã,2024062007
2024-06-21,2024,6,21,6,Sexta-feira,Junho,Não,2,1,8,Manhã,2024062108
2024-06-22,2024,6,22,7,Sábado,Junho,Sim,2,1,6,Manhã,2024062206
2024-06-23,2024,6,23,1,Domingo,Junho,Sim,2,1,7,Manhã,2024062307
2024-06-24,2024,6,24,2,Segunda-feira,Junho,Não,2,1,8,Manhã,2024062408
2024-06-25,2024,6,25,3,Terça-feira,Junho,Não,2,1,6,Manhã,2024062506
2024-06-26,2024,6,26,4,Quarta-feira,Junho,Não,2,1,7,Manhã,2024062607
2024-06-27,2024,6,27,5,Quinta-feira,Junho,Não,2,1,8,Manhã,2024062708
2024-06-28,2024,6,28,6,Sexta-feira,Junho,Não,2,1,6,Manhã,2024062806
2024-06-29,2024,6,29,7,Sábado,Junho,Sim,2,1,7,Manhã,2024062907
2024-06-30,2024,6,30,1,Domingo,Junho,Sim,2,1,8,Manhã,2024063008
2024-07-01,2024,7,1,2,Segunda-feira,Julho,Não,3,2,6,Manhã,2024070106
2024-07-02,2024,7,2,3,Terça-feira,Julho,Não,3,2,7,Manhã,2024070207
2024-07-03,2024,7,3,4,Quarta-feira,Julho,Não,3,2,8,Manhã,2024070308
2024-07-04,2024,7,4,5,Quinta-feira,Julho,Não,3,2,6,Manhã,2024070406
2024-07-05,2024,7,5,6,Sexta-feira,Julho,Não,3,2,7,Manhã,2024070507
2024-07-06,2024,7,6,7,Sábado,Julho,Sim,3,2,8,Manhã,2024070608
2024-07-07,2024,7,7,1,Domingo,Julho,Sim,3,2,6,Manhã,2024070706
2024-07-08,2024,7,8,2,Segunda-feira,Julho,Não,3,2,7,Manhã,2024070807
2024-07-09,2024,7,9,3,Terça-feira,Julho,Não,3,2,8,Manhã,2024070908
2024-07-10,2024,7,10,4,Quarta-feira,Julho,Não,3,2,6,Manhã,2024071006
2024-07-11,2024,7,11,5,Quinta-feira,Julho,Não,3,2,7,Manhã,2024071107
2024-07-12,2024,7,12,6,Sexta-feira,Julho,Não,3,2,8,Manhã,2024071208
2024-07-13,2024,7,13,7,Sábado,Julho,Sim,3,2,6,Manhã,2024071306
2024-07-14,2024,7,14,1,Domingo,Julho,Sim,3,2,7,Manhã,2024071407
2024-07-15,2024,7,15,2,Segunda-feira,Julho,Não,3,2,8,Manhã,2024071508
2024-07-16,2024,7,16,3,Terça-feira,Julho,Não,3,2,6,Manhã,2024071606
2024-07-17,2024,7,17,4,Quarta-feira,Julho,Não,3,2,7,Manhã,2024071707
2024-07-18,2024,7,18,5,Quinta-feira,Julho,Não,3,2,8,Manhã,2024071808
2024-07-19,2024,7,19,6,Sexta-feira,Julho,Não,3,2,6,Manhã,2024071906
2024-07-20,2024,7,20,7,Sábado,Julho,Sim,3,2,7,Manhã,2024072007
2024-07-21,2024,7,21,1,Domingo,Julho,Sim,3,2,8,Manhã,2024072108
2024-07-22,2024,7,22,2,Segunda-feira,Julho,Não,3,2,6,Manhã,2024072206
2024-07-23,2024,7,23,3,Terça-feira,Julho,Não,3,2,7,Manhã,2024072307
2024-07-24,2024,7,24,4,Quarta-feira,Julho,Não,3,2,8,Manhã,2024072408
2024-07-25,2024,7,25,5,Quinta-feira,Julho,Não,3,2,6,Manhã,2024072506
2024-07-26,2024,7,26,6,Sexta-feira,Julho,Não,3,2,7,Manhã,2024072607
2024-07-27,2024,7,27,7,Sábado,Julho,Sim,3,2,8,Manhã,2024072708
2024-07-28,2024,7,28,1,Domingo,Julho,Sim,3,2,6,Manhã,2024072806
2024-07-29,2024,7,29,2,Segunda-feira,Julho,Não,3,2,7,Manhã,2024072907
2024-07-30,2024,7,30,3,Terça-feira,Julho,Não,3,2,8,Manhã,2024073008
2024-07-31,2024,7,31,4,Quarta-feira,Julho,Não,3,2,6,Manhã,2024073106
2024-08-01,2024,8,1,5,Quinta-feira,Agosto,Não,3,2,7,Manhã,2024080107
2024-08-02,2024,8,2,6,Sexta-feira,Agosto,Não,3,2,8,Manhã,2024080208
2024-08-03,2024,8,3,7,Sábado,Agosto,Sim,3,2,6,Manhã,2024080306
2024-08-04,2024,8,4,1,Domingo,Agosto,Sim,3,2,7,Manhã,2024080407
2024-08-05,2024,8,5,2,Segunda-feira,Agosto,Não,3,2,8,Manhã,2024080508
2024-08-06,2024,8,6,3,Terça-feira,Agosto,Não,3,2,6,Manhã,2024080606
2024-08-07,2024,8,7,4,Quarta-feira,Agosto,Não,3,2,7,Manhã,2024080707
2024-08-08,2024,8,8,5,Quinta-feira,Agosto,Não,3,2,8,Manhã,2024080808
